Key,en-us
Studio.CompositorGraphEditor.Plugin.Button,Toggle
Studio.CompositorGraphEditor.Plugin.Description,Toggles the Template plugin window.
Studio.CompositorGraphEditor.Plugin.Name,CompositorGraphEditor
Studio.CompositorGraphEditor.Plugin.Text,Example Text!
Studio.CompositorGraphEditor.Plugin.Toolbar,CompositorGraphEditor
