Key,en-us
Studio.GlobalWind.Plugin.Button,Toggle
Studio.GlobalWind.Plugin.Description,Toggles the Template plugin window.
Studio.GlobalWind.Plugin.Name,GlobalWind
Studio.GlobalWind.Plugin.Toolbar,GlobalWind
