Key,en-us
Studio.StyleEditor.Plugin.Button,Toggle
Studio.StyleEditor.Plugin.Description,Toggle the Style Editor.
Studio.StyleEditor.Plugin.Name,StyleEditor
Studio.StyleEditor.Plugin.Text,Example Text!
Studio.StyleEditor.Plugin.Toolbar,StyleEditor
