Key,en-us
Studio.TextureGenerator.Plugin.Button,Toggle
Studio.TextureGenerator.Plugin.Description,Toggles the Template plugin window.
Studio.TextureGenerator.Plugin.Name,TextureGenerator
Studio.TextureGenerator.Plugin.Text,Example Text!
Studio.TextureGenerator.Plugin.Toolbar,TextureGenerator
