Name,Attribute,Shader Type,Offset,Size
LinearizeDepthAAFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1458000,1680
LinearizeDepthFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1456480,1520
LowQGlassFFlagUseSkylightFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,906132,5396
LowQGlassFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,900736,5396
LowQMaterialFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,879408,5776
LowQMaterialWangFallbackFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,890568,4752
LowQMaterialWangFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,885184,5384
OccupancyDebugFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1459680,3228
ParticleCurveAddFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1174048,2564
ParticleCurveAddFS_Soft,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1196552,2952
ParticleCurveCrazyFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1179688,2572
ParticleCurveCrazyFS_Soft,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1202968,2960
ParticleCurveCrazySparklesFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1182260,3180
ParticleCurveModulateFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1176612,3076
ParticleCurveModulateFS_Soft,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1199504,3464
ParticleCustomFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1189244,2972
ParticleCustomFS_Soft,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1210176,3360
ParticleLightingFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1217096,3084
PassThroughFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1338272,548
ProfilerFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1464508,872
RadialBlurFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1355608,3416
ShadowBlurFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1346948,3668
ShadowBlurMarkFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1378136,308
SkyFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1223764,2056
SmoothClusterColoredFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1117136,5588
SmoothClusterColoredHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1122724,7168
SmoothClusterColoredSuperHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1129892,9420
SmoothClusterFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1074660,5336
SmoothClusterHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1079996,6916
SmoothClusterSuperHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1086912,7820
SmoothWaterFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1298012,5948
SmoothWaterHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1303960,6816
SmoothWaterLegacyFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1273540,5892
SmoothWaterLegacyHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1279432,6760
SmoothWaterLegacySuperHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1286192,11820
SmoothWaterSuperHQFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1310776,11876
SSAOBlurXFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1328280,1832
SSAOBlurYFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1330112,1832
SSAOCompositFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1333348,3040
SSAODepthDownFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1323252,1496
SSAOFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1324748,3532
StarsFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1229564,2108
SunRaysFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1350616,4992
TexCompFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1233496,972
TexCompPMAFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1234468,1292
TrailFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1146968,2604
TrailFSLight,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1157488,4764
TrailFSQuad,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1151904,2648
TrailFSQuadLight,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1165332,4824
UIFogFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1249600,2572
UIFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1248440,1160
UILitFogFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1256720,4792
UILitFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1252172,4548
UpSampleTentFS,FFlagFutureIsBrightPhase1_1_NoShadows,Fragment,1375152,1976
AdornAALineVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,726272,3764
AdornLightingVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,741648,3028
AdornObjectParabolaVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,760296,3012
AdornObjectRopeVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,751476,4488
AdornObjectSpringVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,755964,4332
AdornObjectVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,763308,3328
AdornOutlineVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,746804,2084
AdornSelfLitHighlightVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,738696,2952
AdornSelfLitVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,735760,2936
AdornVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,733508,2252
CopyGuiVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1336388,1236
DefaultInstancedHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,842888,6840
DefaultInstancedReflectionVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,862664,7008
DefaultInstancedSurfaceHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,856236,6428
DefaultInstancedVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,849728,6508
DefaultShadowInstancedVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,877168,2240
DefaultShadowSkinnedVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,897064,2180
DefaultShadowStaticVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,895320,1744
DefaultSkinnedHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,786188,5380
DefaultSkinnedReflectionVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,821960,5548
DefaultSkinnedSurfaceHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,837908,4980
DefaultSkinnedVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,781236,4952
DefaultStaticHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,776388,4848
DefaultStaticReflectionVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,811440,5016
DefaultStaticSurfaceHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,833544,4364
DefaultStaticVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,772028,4360
DownSample4x4VS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1338820,1460
DownSampleGjoel8UVVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1365260,2104
GlassInstancedVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,869672,7496
GlassSkinnedVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,827508,6036
GlassStaticVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,816456,5504
LightGridPointSplatVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1392268,1144
ParticleCurveVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1170156,3892
ParticleCurveVS_Soft,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1192216,4336
ParticleCustomVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1185440,3804
ParticleCustomVS_Soft,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1205928,4248
ParticleLightingVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1213536,3560
PassThroughPosVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1337624,648
PassThroughVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1322652,600
ProfilerVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1462908,1600
ShadowBlurMarkVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1377128,1008
SkyNoTranslateVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1222300,1464
SkyVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1220180,2120
SmoothClusterColoredHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1102320,7644
SmoothClusterColoredSuperHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1109964,7172
SmoothClusterColoredVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1094732,7588
SmoothClusterHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1060684,6988
SmoothClusterSuperHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1067672,6988
SmoothClusterVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1053752,6932
SmoothWaterHQVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1266944,6596
SmoothWaterVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1261512,5432
SSAOCompositVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1331944,1404
SSAOVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1322652,600
StarsNoTranslateVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1228020,1544
StarsVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1225820,2200
TexCompVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1231672,1824
TrailVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1144764,2204
TrailVSLight,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1154552,2936
TrailVSQuad,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1149572,2332
TrailVSQuadLight,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1162252,3080
UIFogVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1237612,2112
UITransformedLitFogVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1244916,3524
UITransformedLitVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1241652,3264
UITransformedVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1239724,1928
UIVS,FFlagFutureIsBrightPhase1_1_NoShadows,Vertex,1235760,1852
