Key,Source,de-de,en-us,es-es,fr-fr,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.DebugVisualizerUI.AdaptiveTimesteppingLegend.LegendLabel,Stepping Frequency,Stepping Frequency,Stepping Frequency,Frecuencia de intervalos,Fréquence des intervalles,ステップ周波数,스테핑 주파수,Frequência de intervalos,步进频率,步进频率,時步頻率
