Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,zh-cjv,zh-cn,zh-tw
Studio.DebugVisualizerUI.AdaptiveTimesteppingLegend.LegendLabel,Stepping Frequency,Schrittfrequenz,Stepping Frequency,Frecuencia de intervalos,Fréquence des intervalles,Frequenza oscillazioni,ステップ周波数,스테핑 주파수,Frequência de intervalos,步进频率,步进频率,時步頻率
