Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.MaterialManager.LocalImageSelector.NoImageSelected,,,No image,No image,لا توجد صورة,Kein Bild,Sin imagen,Pas d'image,कोई इमेज नहीं,Tidak ada gambar,Nessuna immagine,画像なし,이미지 없음,Brak obrazu,Sem imagem,,ไม่มีภาพ,Görsel yok,Không có hình ảnh,无图像,无图像,無圖像
Studio.MaterialManager.Import.ColorMapPreview,,,Color Map Preview,Color Map Preview,معاينة خريطة الألوان,Vorschau der Farb-Map,Vista previa del color del mapa,Aperçu de la carte en couleurs,कलर मैप प्रीव्यू,Preview Peta Warna,Anteprima Mappa Colore,カラーマップのプレビュー,컬러 맵 미리 보기,Podgląd mapy kolorów,Prévia do mapa de cores,,ดูตัวอย่างแผนที่สี,Renk Haritası Ön İzlemesi,Xem Trước Bản Đồ Màu Sắc,颜色地图预览,颜色地图预览,顏色圖預覽
Studio.MaterialManager.Import.NormalMapPreview,,,Normal Map Preview,Normal Map Preview,معاينة الخريطة العادية,Vorschau der normalen Map,Vista previa del mapa normal,Prévisualisation de la carte normale,नॉर्मल मैप प्रीव्यू,Preview Peta Normal,Anteprima Mappa Normale,標準マップのプレビュー,일반 맵 미리 보기,Podgląd mapy normalnych,Prévia do mapa normal,,ดูตัวอย่างแผนที่ปกติ,Normal Harita Ön İzlemesi,Xem Trước Bản Đồ Thông Thường,标准地图预览,标准地图预览,法線圖預覽
Studio.MaterialManager.Import.MetalnessMapPreview,,,Metalness Map Preview,Metalness Map Preview,معاينة خريطة درجة المعدنية,Vorschau der Metallartigkeits-Map,Vista previa de la metalidad del mapa,Prévisualisation de la carte des métaux,मेटलनेस मैप का प्रीव्यू,Preview Peta Kelogaman,Anteprima Mappa Metallizzazione,金属度マップのプレビュー,금속성 맵 미리 보기,Podgląd mapy metaliczności,Prévia da metalidade do mapa,,ดูตัวอย่างแผนที่ความเป็นโลหะ,Metaliklik Haritası Ön İzlemesi,Xem Trước Bản Đồ Kim Loại,金属度地图预览,金属度地图预览,金屬度圖預覽
Studio.MaterialManager.Import.RoughnessMapPreview,,,Roughness Map Preview,Roughness Map Preview,معاينة خريطة الخشونة,Vorschau der Rauheits-Map,Vista previa de la rugosidad del mapa,Prévisualisation de la carte rugosité,रफ़नेस मैप का प्रीव्यू,Preview Peta Kekasaran,Anteprima Mappa Ruvidità,粗さマップのプレビュー,거칠기 맵 미리 보기,Podgląd mapy chropowatości,Prévia do mapa de aspereza,,ดูตัวอย่างแผนที่ความขรุขระ,Pürüzlülük Haritası Ön İzlemesi,Xem Trước Bản Đồ Độ Nhám,粗糙度地图预览,粗糙度地图预览,粗糙度圖預覽
Studio.MaterialManager.Categories.All,,,All,All,الكل,Alle,Todas,Tout,सभी,Semua,Tutti,すべて,전체,Wszystko,Tudo,,ทั้งหมด,Tümü,Tất Cả,全部,全部,全部
Studio.MaterialManager.Categories.HumanMade,,,Human-Made,Human-Made,من صُنع الإنسان,Menschengemacht,Hecho por humanos,Fabriqué par l'homme,इन्सान द्वारा बनाया गया,Buatan Manusia,Fatto dall'Uomo,人工,인간 제작,Utworzone przez człowieka,Feito por humanos,,สร้างขึ้นโดยมนุษย์,İnsan Yapımı,Nhân Tạo,人造,人造,人造
Studio.MaterialManager.Categories.Metal,,,Metal,Metal,المعدن,Metall,Metal,Métal,मेटल,Logam,Metallo,金属,금속,Metal,Metal,,โลหะ,Metal,Kim Loại,金属,金属,金屬
Studio.MaterialManager.Categories.Natural,,,Natural,Natural,طبيعي,Natürlich,Natural,Naturel,नैचुरल,Alami,Naturale,ナチュラル,자연,Naturalne,Natural,,ธรรมชาติ,Doğal,Tự Nhiên,天然,天然,天然
Studio.MaterialManager.Categories.Asphalt,,,Asphalt,Asphalt,أسفلت,Asphalt,Asfalto,Asphalte,डामर,Aspal,Asfalto,アスファルト,아스팔트,Asfalt,Asfalto,,แอสฟัลต์,Asfalt,Nhựa Đường,沥青,沥青,瀝青
Studio.MaterialManager.Categories.Rock,,,Rock,Rock,صخور,Fels,Roca,Roche,चट्टान,Batuan,Roccia,岩,바위,Skała,Rocha,,หิน,Taş,Đá Tảng,岩石,岩石,岩石
Studio.MaterialManager.Categories.Stone,,,Stone,Stone,حجر,Stein,Piedra,Pierre,पत्थर,Batu,Pietra,石,돌,Kamień,Pedra,,ก้อนหิน,Taş,Đá,石头,石头,石頭
Studio.MaterialManager.Categories.Fabric,,,Fabric,Fabric,قماش,Stoff,Tela,Tissu,कपड़ा,Kain,Tessuto,布地,직물,Tkanina,Tecido,,ผ้า,Kumaş,Vải,布料,布料,布料
Studio.MaterialManager.Categories.Glacier,,,Glacier,Glacier,نهر جليدي,Gletscher,Glaciar,Glacier,ग्लेशियर,Gletser,Ghiacciaio,氷河,빙하,Lodowiec,Geleira,,ธารน้ำแข็ง,Buzul,Sông Băng,冰川,冰川,冰河
Studio.MaterialManager.Categories.Translucent,,,Translucent,Translucent,شفاف,Durchsichtig,Translúcido,Translucide,ट्रांस्लूसेंट,Tembus Cahaya,Traslucido,透明,반투명,Półprzezroczyste,Translúcido,,โปร่งแสง,Yarı Saydam,Trong Mờ,半透明,半透明,半透明
Studio.MaterialManager.Categories.Ground,,,Ground,Ground,الأرض,Boden,Suelo,Sol,ज़मीन,Daratan,Suolo,地面,토양,Grunt,Chão,,พื้นดิน,Zemin,Mặt Đất,土地,土地,土地
Studio.MaterialManager.Categories.Grass,,,Grass,Grass,الأعشاب,Gras,Hierba,Herbe,घास,Rumput,Erba,草,잔디,Trawa,Grama,,หญ้า,Çim,Cỏ,草地,草地,草
Studio.MaterialManager.Categories.Dirt,,,Dirt,Dirt,تراب,Erde,Tierra,Terre,धूल,Tanah,Terriccio,土,흙먼지,Ziemia,Poeira,,ดิน,Toprak,Đất,尘土,尘土,塵土
Studio.MaterialManager.Categories.Mineral,,,Mineral,Mineral,معدني,Mineral,Mineral,Minéral,खनिज,Mineral,Minerale,鉱石,광물,Mineralne,Mineral,,แร่,Mineral,Khoáng Sản,矿物,矿物,礦物
Studio.MaterialManager.Categories.Mud,,,Mud,Mud,الطين,Schlamm,Barro,Boue,कीचड़,Lumpur,Fango,泥,진흙,Błoto,Lama,,โคลน,Çamur,Bùn,泥,泥,泥
Studio.MaterialManager.Categories.Synthetic,,,Synthetic,Synthetic,اصطناعي,Synthetisch,Sintético,Synthétique,सिंथेटिक,Sintetis,Sintetico,合成,합성,Syntetyczne,Sintético,,สังเคราะห์,Sentetik,Tổng Hợp,合成,合成,合成
Studio.MaterialManager.Categories.Salt,,,Salt,Salt,ملح,Salz,Sal,Sel,नमक,Garam,Sale,塩,소금,Sól,Sal,,เกลือ,Tuz,Muối,盐,盐,鹽
Studio.MaterialManager.Categories.Snow,,,Snow,Snow,ثلج,Schnee,Nieve,Neige,बर्फ़,Salju,Neve,雪,눈,Śnieg,Neve,,หิมะ,Kar,Tuyết,雪,雪,雪
Studio.MaterialManager.Categories.Wood,,,Wood,Wood,الخشب,Holz,Madera,Bois,लकड़ी,Kayu,Legno,木材,목재,Drewno,Madeira,,ไม้,Ahşap,Gỗ,木材,木材,木材
Studio.MaterialManager.Categories.FinishedWood,,,Finished Wood,Finished Wood,خشب مصقول,Fertiges Holz,Madera terminada,Bois Fini,फ़िनिश्ड वुड,Kayu Siap Pakai,Legno Rifinito,加工済みの木材,도장처리 목재,Drewno po obróbce,Madeira trabalhada,,ไม้แปรรูป,Cilalı Ahşap,Gỗ Thành Phẩm,加工木材,加工木材,上漆木材
Studio.MaterialManager.Materials.Air,,,Air,Air,هواء,Luft,Aire,Air,हवा,Udara,Aria,空気,공기,Powietrze,Ar,,อากาศ,Hava,Không Khí,空气,空气,空氣
Studio.MaterialManager.Materials.Asphalt,,,Asphalt,Asphalt,أسفلت,Asphalt,Alquitrán,Asphalte,डामर,Aspal,Asfalto,アスファルト,아스팔트,Asfalt,Asfalto,,แอสฟัลต์,Asfalt,Nhựa Đường,沥青,沥青,瀝青
Studio.MaterialManager.Materials.Basalt,,,Basalt,Basalt,بازلت,Basalt,Basalto,Basalte,बसॉल्ट,Basal,Basalto,玄武岩,현무암,Bazalt,Basalto,,บะซอลต์,Bazalt,Đá Bazan,玄武岩,玄武岩,玄武岩
Studio.MaterialManager.Materials.Brick,,,Brick,Brick,طوب,Ziegel,Ladrillo,Brique,ब्रिक (ईंट),Bata,Mattone,レンガ,벽돌,Cegła,Tijolo,,อิฐ,Tuğla,Gạch,砖块,砖块,磚塊
Studio.MaterialManager.Materials.Cobblestone,,,Cobblestone,Cobblestone,حجر مرصوف,Pflasterstein,Adoquín,Pavés,कॉबलस्टोन,Batu Bundar,Ciottolo,玉砂利,왕자갈,Bruk,Paralelepípedo,,หินกรวด,Parke Taşı,Đá Cuội,大鹅卵石,大鹅卵石,鵝卵石
Studio.MaterialManager.Materials.Concrete,,,Concrete,Concrete,خرسانة,Beton,Hormigón,Béton,कंक्रीट,Beton,Cemento,コンクリート,콘크리트,Beton,Concreto,,คอนกรีต,Beton,Bê Tông,水泥,水泥,混凝土
Studio.MaterialManager.Materials.CorrodedMetal,,,Corroded Metal,Corroded Metal,معدن متآكل,Verrostetes Metall,Metal corroído,Métal corrodé,करोडेड मेटल,Logam Berkarat,Metallo corroso,さびた金属,부식된 금속,Skorodowany metal,Metal corroído,,โลหะผุกร่อน,Aşınmış Metal,Kim Loại Bị Ăn Mòn,锈蚀金属,锈蚀金属,腐蝕金屬
Studio.MaterialManager.Materials.CrackedLava,,,Cracked Lava,Cracked Lava,حمم بركانية متشققة,Rissige Lava,Lava agrietada,Lave fissurée,दरारों के साथ लावा,Lava Retak,Lava incrinata,ひび割れた溶岩,갈라진 용암,Spękana lawa,Lava rachada,,ลาวาแตกระแหง,Kırıklı Lav,Dung Nham Bị Nứt,裂纹熔岩,裂纹熔岩,裂紋熔岩
Studio.MaterialManager.Materials.DiamondPlate,,,Diamond Plate,Diamond Plate,لوحة ماسية,Diamantplatte,Placa de diamante,Plaque en Diamant,डायमंड प्लेट,Pelat Diamond,Piastra Di Diamante,ダイヤモンド板,다이아몬드판,Płyta diamentowa,Placa de diamante,,แผ่นเพชร,Baklavalı Sac,Tấm Kim Cương,花纹板,花纹板,菱形板
Studio.MaterialManager.Materials.Fabric,,,Fabric,Fabric,قماش,Stoff,Tela,Tissu,कपड़ा,Kain,Tessuto,布地,직물,Tkanina,Tecido,,ผ้า,Kumaş,Vải,布料,布料,布料
Studio.MaterialManager.Materials.Foil,,,Foil,Foil,رقائق معدنية,Alufolie,Papel aluminio,Feuille d'aluminium,फ़ॉइल,Kertas Logam,Alluminio,ホイル,포일,Folia,Papel alumínio,,ฟอยล์,Folyo,Lá Kim Loại,锡箔,锡箔,金屬箔
Studio.MaterialManager.Materials.ForceField,,,Force Field,Force Field,مجال القوة,Kraftfeld,Campo de fuerza,Champ de force,फ़ोर्स फ़ील्ड,Medan Gaya,Campo di forza,力場,역장,Pole siłowe,Campo de força,,สนามพลัง,Güç Alanı,Trường Lực,力场,力场,力場
Studio.MaterialManager.Materials.Glacier,,,Glacier,Glacier,نهر جليدي,Gletscher,Glaciar,Glacier,ग्लेशियर,Gletser,Ghiacciaio,氷河,빙하,Lodowiec,Geleira,,ธารน้ำแข็ง,Buzul,Sông Băng,冰川,冰川,冰河
Studio.MaterialManager.Materials.Glass,,,Glass,Glass,زجاج,Glas,Vidrio,Verre,ग्लास,Kaca,Vetro,ガラス,유리,Szkło,Vidro,,แก้ว,Cam,Kính,玻璃,玻璃,玻璃
Studio.MaterialManager.Materials.Granite,,,Granite,Granite,جرانيت,Granit,Granito,Granite,ग्रेनाइट,Granit,Granito,花崗岩,화강암,Granit,Granito,,แกรนิต,Granit,Đá Granite,花岗岩,花岗岩,花崗岩
Studio.MaterialManager.Materials.Grass,,,Grass,Grass,الأعشاب,Gras,Hierba,Herbe,घास,Rumput,Erba,草,잔디,Trawa,Grama,,หญ้า,Çim,Cỏ,草地,草地,草
Studio.MaterialManager.Materials.Ground,,,Ground,Ground,الأرض,Boden,Suelo,Sol,ज़मीन,Daratan,Suolo,地面,토양,Grunt,Chão,,พื้นดิน,Zemin,Mặt Đất,土地,土地,土地
Studio.MaterialManager.Materials.Ice,,,Ice,Ice,الجليد,Eis,Hielo,Glace,बर्फ़,Es,Ghiaccio,氷,얼음,Lód,Gelo,,น้ำแข็ง,Buz,Băng,冰,冰,冰
Studio.MaterialManager.Materials.LeafyGrass,,,Leafy Grass,Leafy Grass,الأعشاب الورقية,Laubiges Gras,Hierba espesa,Herbe à feuilles,पत्तेदार घास,Rumput Berdaun,Erba A Foglie,草地,무성한 잔디,Liściasta trawa,Grama alta,,หญ้าเขียวชอุ่ม,Yapraklı Çim,Cỏ Sả,绿叶草,绿叶草,綠葉草
Studio.MaterialManager.Materials.Limestone,,,Limestone,Limestone,الحجر الجيري,Kalkstein,Piedra caliza,Pierre calcaire,लाइमस्टोन,Batu Kapur,Calcare,ライムストーン,석회암,Wapień,Calcário,,หินปูน,Kireç Taşı,Đá Vôi,石灰石,石灰石,石灰岩
Studio.MaterialManager.Materials.Marble,,,Marble,Marble,الرخام,Marmor,Mármol,Marbre,संगमरमर,Marmer,Marmo,大理石,대리석,Marmur,Mármore,,หินอ่อน,Mermer,Đá Cẩm Thạch,大理石,大理石,大理石
Studio.MaterialManager.Materials.Metal,,,Metal,Metal,المعدن,Metall,Metal,Métal,मेटल,Logam,Metallo,金属,금속,Metal,Metal,,โลหะ,Metal,Kim Loại,金属,金属,金屬
Studio.MaterialManager.Materials.Mud,,,Mud,Mud,الطين,Schlamm,Barro,Boue,कीचड़,Lumpur,Fango,泥,진흙,Błoto,Lama,,โคลน,Çamur,Bùn,泥,泥,泥
Studio.MaterialManager.Materials.Neon,,,Neon,Neon,النيون,Neon,Neón,Néon,नियॉन,Neon,Neon,ネオン,네온,Neon,Neon,,นีออน,Neon,Đèn Neon,霓虹,霓虹,霓虹
Studio.MaterialManager.Materials.Pavement,,,Pavement,Pavement,رصيف,Pflaster,Pavimento,Pavé,फु़टपाथ,Pavement,Pavimento,舗道,보도,Chodnik,Pavimento,,ทางเท้า,Kaldırım,Lề Đường,路面,路面,人行道
Studio.MaterialManager.Materials.Pebble,,,Pebble,Pebble,حصى,Kieselstein,Piedrita,Galet,कंकड़,Kerikil,Sassi,小石,자갈,Kamyki,Cascalho,,กรวดกลาง,Çakıl,Đá Sỏi,小鹅卵石,小鹅卵石,卵石
Studio.MaterialManager.Materials.Plastic,,,Plastic,Plastic,بلاستيك,Plastik,Plástico,Plastique,प्लास्टिक,Plastik,Plastica,プラスチック,플라스틱,Plastik,Plástico,,พลาสติก,Plastik,Nhựa,塑料,塑料,塑膠
Studio.MaterialManager.Materials.Rock,,,Rock,Rock,صخور,Fels,Roca,Rocher,चट्टान,Batuan,Roccia,岩,바위,Skała,Rocha,,หิน,Taş,Đá Tảng,岩石,岩石,岩石
Studio.MaterialManager.Materials.Salt,,,Salt,Salt,ملح,Salz,Sal,Sel,नमक,Garam,Sale,塩,소금,Sól,Sal,,เกลือ,Tuz,Muối,盐,盐,鹽
Studio.MaterialManager.Materials.Sand,,,Sand,Sand,رمل,Sand,Arena,Sable,रेत,Pasir,Sabbia,砂,모래,Piasek,Areia,,ทราย,Kum,Cát,沙,沙,沙
Studio.MaterialManager.Materials.Slate,,,Slate,Slate,حجر الأردواز,Schiefer,Pizarra,Ardoise,स्लेट,Batu Sabak,Asse,スレート,슬레이트,Łupek,Ardósia,,หินชนวน,Arduvaz,Đá Phiến,石板,石板,板岩
Studio.MaterialManager.Materials.Sandstone,,,Sandstone,Sandstone,حجر رملي,Sandstein,Piedra arenisca,Grès,बलुआ पत्थर,Batu Pasir,Arenaria,サンドストーン,사암,Piaskowiec,Arenito,,หินทราย,Kum Taşı,Sa Thạch,砂岩,砂岩,砂岩
Studio.MaterialManager.Materials.SmoothPlastic,,,Smooth Plastic,Smooth Plastic,بلاستيك ناعم,Glattes Plastik,Plástico liso,Plastique lisse,समतल प्लास्टिक,Plastik Mulus,Plastica liscia,なめらかなプラスチック,매끈한 플라스틱,Gładki plastik,Plástico liso,,พลาสติกเรียบ,Pürüzsüz Plastik,Nhựa Hạt Mịn,平滑塑料,平滑塑料,平滑塑膠
Studio.MaterialManager.Materials.Water,,,Water,Water,الماء,Wasser,Agua,Eau,पानी,Air,Acqua,水,물,Woda,Água,,น้ำ,Su,Nước,水,水,水
Studio.MaterialManager.Materials.Wood,,,Wood,Wood,الخشب,Holz,Madera,Bois,लकड़ी,Kayu,Legno,木材,목재,Drewno,Madeira,,ไม้,Ahşap,Gỗ,木材,木材,木材
Studio.MaterialManager.Materials.WoodPlanks,,,Wood Planks,Wood Planks,ألواح خشبية,Holzbohlen,Tablones de madera,Planches de bois,लकड़ी के फट्टे,Papan Kayu,Assi di legno,木の板,나무 판자,Deski drewniane,Tábuas,,แผ่นไม้,Ahşap Kalas,Ván Gỗ,木板,木板,木板
Studio.MaterialManager.CreateDialog.InsertAssetURL,,,URL,URL,الرابط,URL,URL,URL,URL,URL,URL,URL,URL,Adres URL,URL,,URL,URL,URL,URL,URL,網址
Studio.MaterialManager.MaterialOptions.CreateVariant,,,Create Variant,Create Variant,إنشاء متغير,Variante erstellen,Crear variante,Créer Variante,वेरिएंट क्रिएट करें,Buat Varian,Crea Variante,バリエーションを作成,변형 만들기,Utwórz wariant,Criar variante,,สร้างตัวแปร,Çeşit oluştur,Tạo Biến Thể,创建变量,创建变量,建立變種
Studio.MaterialManager.MaterialOptions.ResetPartMaterial,,,Reset Part Material,Reset Part Material,إعادة تعيين مادة الجزء,Teilmaterial zurücksetzen,Restablecer material de la pieza,Réinitialiser le matériel de la pièce,पार्ट मटीरियल रीसेट करें,Reset Material Komponen,Reimposta Materiale Parte,パーツ素材をリセット,파트 재질 재설정,Zresetuj materiał części,Reiniciar o material da parte,,รีเซ็ตวัสดุส่วนประกอบ,Parça malzemesini sıfırla,Đặt Lại Vật Liệu Bộ Phận,重置部件材质,重置部件材质,重置零件材質
Studio.MaterialManager.MaterialOptions.ResetTerrainMaterial,,,Reset Terrain Material,Reset Terrain Material,إعادة تعيين مادة التضاريس,Geländematerial zurücksetzen,Restablecer material del terreno,Réinitialiser le matériau du terrain,टेरेन मटीरियल रीसेट करें,Reset Material Medan,Reimposta Materiale Terreno,地形の素材をリセット,지형 재질 재설정,Zresetuj materiał terenu,Reiniciar o material do terreno,,รีเซ็ตวัสดุภูมิประเทศ,Arazi malzemesini sıfırla,Đặt Lại Vật Liệu Địa Hình,重置地形材质,重置地形材质,重置地形材質
Studio.MaterialManager.MaterialOptions.ResetMaterial,,,Reset Material,Reset Material,إعادة تعيين المادة,Material zurücksetzen,Restablecer material,Réinitialiser le matériau,मटीरियल रीसेट करें,Reset Material,Reimposta Materiale,素材をリセット,재질 재설정,Zresetuj materiał,Reiniciar o material,,รีเซ็ตวัสดุ,Malzemeyi sıfırla,Đặt Lại Vật Liệu,重置材质,重置材质,重置材質
Studio.MaterialManager.MaterialOptions.Edit,,,Edit,Edit,تحرير,Bearbeiten,Editar,Modifier,एडिट करें,Edit,Modifica,編集する,편집,Edytuj,Editar,,แก้ไข,Düzenle,Chỉnh Sửa,编辑,编辑,編輯
Studio.MaterialManager.MaterialOptions.SetPartOverride,,,Set Part Override,Set Part Override,إعداد تجاوز الجزء,Teilüberschreibung festlegen,Establecer reemplazo de la pieza,Définir le remplacement de pièce,पार्ट ओवरराइड सेट करें,Atur Penggantian Komponen,Impostare la sostituzione della parte,パーツのオーバーライドを設定,파트 재정의 설정,Ustaw zastępowanie dla części,Definir substituição de parte,,กำหนดการแทนที่ส่วนประกอบ,Parça üstünlüğü belirle,Đặt Ghi Đè Bộ Phận,设置部件覆盖,设置部件覆盖,設定零件覆寫
Studio.MaterialManager.MaterialOptions.SetTerrainOverride,,,Set Terrain Override,Set Terrain Override,إعداد تجاوز التضاريس,Geländeüberschreibung festlegen,Establecer reemplazo del terreno,Définir le remplacement du terrain,टेरेन ओवरराइड सेट करें,Atur Penggantian Medan,Imposta la sostituzione del terreno,地形のオーバーライドを設定,지형 재정의 설정,Ustaw zastępowanie dla terenu,Definir Substituição de terreno,,กำหนดการแทนที่ภูมิประเทศ,Arazi üstünlüğü belirle,Đặt Ghi Đè Địa Hình,设置地形覆盖,设置地形覆盖,設定地形覆寫
Studio.MaterialManager.MaterialOptions.SetOverride,,,Set Override,Set Override,إعداد التجاوز,Überschreibung festlegen,Establecer reemplazo,Définir la substitution,ओवरराइड सेट करें,Atur Penggantian,Imposta Sostituzione,オーバーライドを設定,재정의 설정,Ustaw zastępowanie,Definir substituição,,กำหนดการแทนที่,Üstünlük belirle,Đặt Ghi Đè,设置覆盖,设置覆盖,設定覆寫
Studio.MaterialManager.MaterialOverrides.PartOverride,,,Part Override,Part Override,تجاوز الجزء,Teilüberschreibung,Reemplazo de pieza,Remplacer les pièces,पार्ट ओवरराइड,Penggantian Komponen,Sostituzione Parte,パーツをオーバーライド,파트 재정의,Zastępowanie części,Substituição de parte,,การแทนที่ส่วนประกอบ,Parça Üstünlüğü,Ghi Đè Bộ Phận,部件覆盖,部件覆盖,零件覆寫
Studio.MaterialManager.MaterialOverrides.TerrainOverride,,,Terrain Override,Terrain Override,تجاوز التضاريس,Geländeüberschreibung,Cambio de terreno,Remplacer le terrain,टेरेन ओवरराइड,Penggantian Medan,Sostituzione Terreno,地形を上書き,지형 재정의,Zastępowanie terenu,Substituição de terreno,,การแทนที่ภูมิประเทศ,Arazi Üstünlüğü,Ghi Đè Địa Hình,地形覆盖,地形覆盖,地形覆寫
Studio.MaterialManager.MaterialOverrides.MaterialOverride,,,Material Override,Material Override,تجاوز المادة,Materialüberschreibung,Cambio de material,Substitution de matériel,मटीरियल ओवरराइड,Penggantian Material,Sostituzione Materiale,素材をオーバーライド,재질 재정의,Zastępowanie materiału,Substituição de material,,การแทนที่วัสดุ,Malzeme Üstünlüğü,Ghi Đè Vật Liệu,材质覆盖,材质覆盖,材質覆寫
Studio.MaterialManager.MaterialOverrides.None,,,None,None,لا شيء,Keine,Ninguno,Aucun,कुछ भी नहीं,Tidak Ada,Nessuno,なし,없음,Brak,Nenhum(a),,ไม่มี,Hiçbiri,Không Có,无,无,無
Studio.MaterialManager.MaterialOverrides.CreateNew,,,Create New,Create New,إنشاء جديد,Neu erstellen,Crear Nuevo,Créer un nouveau,नया क्रिएट करें,Buat Baru,Crea nuovo,新規作成,새로 만들기,Utwórz nowe,Criar novo,,สร้างรายการใหม่,Yeni oluştur,Tạo Mới,新建,新建,新建
Studio.MaterialManager.MaterialInformation.Color,,,Color,Color,اللون,Farbe,Color,Couleur,रंग,Warna,Colore,色,색상,Mapa kolorów,Cor,,สี,Renk,Màu Sắc,颜色,颜色,顏色
Studio.MaterialManager.MaterialInformation.Normal,,,Normal,Normal,عادي,Normal,Normal,Normal,नॉर्मल,Normal,Normale,標準,일반,Mapa normalnych,Normal,,ปกติ,Normal,Bình Thường,标准,标准,普通
Studio.MaterialManager.MaterialInformation.Metalness,,,Metalness,Metalness,درجة المعدنية,Metallartigkeit,Metalidad,Métallurgie,मेटलनेस,Kelogaman,Metalità,金属度,금속성,Mapa metaliczności,Metalidade,,ความเป็นโลหะ,Metaliklik,Kim Loại,金属度,金属度,金屬度
Studio.MaterialManager.MaterialInformation.Roughness,,,Roughness,Roughness,الخشونة,Rauheit,Rugosidad,Rugosité,रफ़नेस,Kekasaran,Ruvidità,粗さ,거칠기,Mapa chropowatości,Aspereza,,ความขรุขระ,Pürüzlülük,Độ Nhám,粗糙度,粗糙度,粗糙度
Studio.MaterialManager.CreateDialog.EditVariant,,,Edit Variant,Edit Variant,تحرير المتغير,Variante bearbeiten,Editar variante,Modifier la variante,वेरिएंट एडिट करें,Edit Varian,Modifica Variante,バリエーションを編集,변형 편집,Edytuj wariant,Editar variante,,แก้ไขชิ้นส่วน,Çeşidi düzenle,Chỉnh Sửa Biến Thể,编辑变量,编辑变量,編輯變種
Studio.MaterialManager.CreateDialog.ErrorNoName,,,Name required,Name required,الاسم مطلوب,Name erforderlich,Nombre obligatorio,Nom requis,नाम ज़रूरी है,Diperlukan nama,Nome necessario,名前が必要です,이름은 필수입니다,Nazwa jest wymagana,Nome obrigatório,,ต้องมีชื่อ,Ad gerekiyor,Tên bắt buộc,必填名称,必填名称,需要名稱
Studio.MaterialManager.CreateDialog.ErrorBaseMaterialNotSelected,,,No Base Material selected,No Base Material selected,لم يتم تحديد مادة أساسية,Kein Basismaterial ausgewählt,Ningún material base seleccionado,Aucun matériau de base sélectionné,कोई बेस मटीरियल नहीं चुना गया है,Tidak ada Material Dasar yang dipilih,Nessun materiale base selezionato,ベース材料が選択されていません,선택한 기본 재질이 없습니다,Nie zaznaczono materiału podstawowego,Nenhum material base selecionado,,ไม่มีวัสดุพื้นฐานที่เลือก,Taban malzemesi seçilmedi,Không có Vật Liệu Cơ Sở được chọn,未选择基本材质,未选择基本材质,未選擇底部材質
Studio.MaterialManager.CreateDialog.ErrorNameExists,,,Name already exists,Name already exists,الاسم موجود بالفعل,Name existiert bereits,El nombre ya existe,Le nom existe déjà,नाम पहले से मौजूद है,Nama sudah ada,Il nome esiste già,名前がすでに使われています,이름이 이미 존재합니다,Nazwa już istnieje,Nome já existe,,มีชื่อนี้อยู่แล้ว,Ad zaten kullanılıyor,Tên đã tồn tại,名称已存在,名称已存在,名稱已存在
Studio.MaterialManager.CreateDialog.NoImageSelected,,,No Image Selected,No Image Selected,لم يتم تحديد صورة,Kein Bild ausgewählt,No imagen seleccionada,Aucune image sélectionnée,कोई इमेज नहीं चुनी गई,Tidak Ada Gambar Dipilih,Nessuna immagine selezionata,選択された画像がありません,선택한 이미지가 없습니다,Nie zaznaczono obrazu,Nenhuma imagem selecionada,,ไม่มีภาพที่เลือก,Görsel seçilmedi,Không Có Hình Ảnh Nào Được Chọn,未选择图像,未选择图像,未選擇圖像
Studio.MaterialManager.CreateDialog.ErrorImportMap,,,Failed to import Texture Map,Failed to import Texture Map,فشل استيراد خريطة الهيئة,Fehler beim Importieren der Textur-Map,Error al importar el mapa de textura,Échec de l'importation de la carte des textures,टेक्स्चर मैप इंपोर्ट नहीं किया जा सका,Gagal mengimpor Peta Tekstur,Impossibile importare la Mappa Texture,テクスチャマップをインポートできませんでした,텍스처 맵을 가져오지 못했습니다,Nie udało się zaimportować mapy tekstur,Falha ao importar Mapa de textura,,นำเข้าแผนที่พื้นผิวไม่สำเร็จ,Doku haritası içe aktarılamadı,Không nhập được Bản Đồ Kết Cấu,导入纹理地图失败,导入纹理地图失败,無法匯入紋理圖
Studio.MaterialManager.CreateDialog.ErrorSelectMap,,,Failed to select Texture Map,Failed to select Texture Map,فشل تحديد خريطة الهيئة,Fehler beim Auswählen der Textur-Map,Error al seleccionar el mapa de textura,Échec de la sélection de la carte des textures,टेक्सचर मैप नहीं चुना जा सका,Gagal memilih Peta Tekstur,Impossibile selezionare Mappa Texture,テクスチャマップを選択できませんでした,텍스처 맵을 선택하지 못했습니다,Nie udało się zaznaczyć mapy tekstur,Falha ao selecionar Mapa de textura,,เลือกแผนที่พื้นผิวไม่สำเร็จ,Doku haritası seçilemedi,Không chọn được Bản Đồ Kết Cấu,选择纹理地图失败,选择纹理地图失败,無法選擇紋理圖
