Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.MaterialManager.CreateDialog.ImportRoughnessMap,,,Roughness,Roughness,الخشونة,Rauheit,Rugosidad,Rugosité,रफ़नेस,Kekasaran,Ruvidità,粗さ,거칠기,Mapa chropowatości,Aspereza,,ความขรุขระ,Pürüzlülük,Độ Nhám,粗糙度,粗糙度,粗糙度
Studio.MaterialManager.TopBar.Create,,,Create Material Variant,Create Material Variant,إنشاء متغير المادة,Material-Variante erstellen,Crear variante de material,Créer une variante de matériau,मटीरियल वेरिएंट क्रिएट करें,Buat Varian Material,Crea Variante Materiale,素材のバリエーションを作成,재질 변형 만들기,Utwórz wariant materiału,Criar variante de material,,สร้างตัวแปรวัสดุ,Malzeme çeşidi oluştur,Tạo Biến Thể Vật Liệu,创建材质变量,创建材质变量,建立變種材質
Studio.MaterialManager.TopBar.Search,,,Search Materials,Search Materials,البحث في المواد,Materialien suchen,Buscar materiales,Rechercher des matériaux,सर्च मटीरियल,Cari Material,Cerca Materiali,素材をサーチ,재질 검색,Wyszukaj materiały,Pesquisar materiais,,ค้นหาวัสดุ,Malzeme ara,Tìm Kiếm Vật Liệu,搜索材质,搜索材质,搜尋材質
Studio.MaterialManager.TopBar.Show,,,Show in Explorer,Show in Explorer,عرض في المتصفح,Im Explorer anzeigen,Mostrar en Explorador,Afficher dans l'explorateur,एक्सप्लोरर में दिखाएँ,Tampilkan di Eksplorer,Mostra in Explorer,エクスプローラで表示,탐색기에서 표시,Pokaż w eksploratorze,Mostrar no Explorador,,แสดงในการสำรวจ,Gezgin'de göster,Hiển thị trong Cửa Sổ Khám Phá,在项目管理器中显示,在项目管理器中显示,在總管中顯示
Studio.MaterialManager.TopBar.Apply,,,Apply to Selected Parts,Apply to Selected Parts,تطبيق على الأجزاء المحددة,Auf ausgewählte Teile anwenden,Aplicar a piezas seleccionadas,Appliquer aux pièces sélectionnées,चुने हुए पार्ट्स पर अप्लाई करें,Terapkan ke Komponen yang Dipilih,Applica alle parti selezionate,選択したパーツに適用,선택한 파트에 적용,Zastosuj do zaznaczonych części,Aplicar às partes selecionadas,,ปรับใช้กับส่วนประกอบที่เลือก,Seçili parçalara uygula,Áp dụng cho các Bộ Phận Đã Chọn,应用于所选部件,应用于所选部件,套用到選取零件
Studio.MaterialManager.TopBar.Filters,,,Filters,Filters,الفلاتر,Filter,Filtros,Filtres,फ़िल्टर्स,Filter,Filtri,フィルタ,필터,Filtry,Filtros,,ตัวกรอง,Filtreler,Bộ Lọc,筛选,筛选,篩選
Studio.MaterialManager.MaterialTile.BaseMaterial,,,Base Material,Base Material,المادة الأساسية,Basismaterial,Material base,Matériel de base,बेस मटीरियल,Material Dasar,Materiale Base,ベース素材,기본 재질,Materiał podstawowy,Material base,,วัสดุพื้นฐาน,Taban Malzemesi,Vật Liệu Cơ Bản,基础材质,基础材质,底部材質
Studio.MaterialManager.MaterialTile.PartMaterial,,,Part Material,Part Material,مادة الجزء,Teilmaterial,Material de la pieza,Partie matériau,पार्ट मटीरियल,Material Komponen,Parte Materiale,パーツ素材,파트 재질,Materiał części,Material da parte,,วัสดุส่วนประกอบ,Parça Malzemesi,Vật Liệu Bộ Phận,部件材质,部件材质,零件材質
Studio.MaterialManager.MaterialTile.TerrainMaterial,,,Terrain Material,Terrain Material,مادة التضاريس,Geländematerial,Material del terreno,Partie matériau,टेरेन मटीरियल,Material Medan,Materiale Terreno,地形の素材,지형 재질,Materiał terenu,Material do terreno,,วัสดุภูมิประเทศ,Arazi Malzemesi,Vật Liệu Địa Hình,地形材质,地形材质,地形材質
Studio.MaterialManager.MaterialTile.BaseVariant,,,Base Variant,Base Variant,المتغير الأساسي,Basisvariante,Variante base,Variante de base,बेस वेरिएंट,Varian Dasar,Base Variante,ベースのバリエーション,기본 변형,Wariant podstawy,Variante base,,ตัวแปรพื้นฐาน,Taban Çeşidi,Tạo Biến Thể,基础变量,基础变量,底部變種
Studio.MaterialManager.MaterialTile.PartVariant,,,Part Variant,Part Variant,متغير الأجزاء,Teilvariante,Variante de la pieza,Variante de la pièce,पार्ट वेरिएंट,Varian Komponen,Parte Variante,パーツのバリエーション,파트 변형,Wariant części,Variante da parte,,ตัวแปรส่วนประกอบ,Parça Çeşidi,Biển Thể Bộ Phận,部件变量,部件变量,零件變種
Studio.MaterialManager.MaterialTile.TerrainVariant,,,Terrain Variant,Terrain Variant,متغير التضاريس,Geländevariante,Variante del terreno,Variante du terrain,टेरेन वेरिएंट,Varian Medan,Variante Terreno,地形のバリエーション,지형 변형,Wariant terenu,Variante do terreno,,ตัวแปรภูมิประเทศ,Arazi Çeşidi,Biển Thể Địa Hình,地形变量,地形变量,地形變種
