Key,Context,Example,Source,en-us
Studio.LiveSync.PluginLoadingErrorInstanceNotFound,,,Can't sync %1 to disk: instance not found,Can't sync %1 to disk: instance not found
Studio.LiveSync.PropertyItems.ApplicationNotFound1,,,Application not found (%1),Application not found (%1)
Studio.LiveSync.PropertyItems.ChooseApp,,,Choose an application,Choose an application
Studio.LiveSync.ErrorPathOverlapsWithAncestor,,,Can't sync with %1 because its ancestor %2 is already being synced,Can't sync with %1 because its ancestor %2 is already being synced
Studio.LiveSync.SyncToTooltip,,,"Start syncing a Script, Folder, or Service to a location on disk","Start syncing a Script, Folder, or Service to a location on disk"
Studio.LiveSync.Property.ExternalEditorSelection,,,Editor path,Editor path
Studio.LiveSync.ErrorChangingRootType,,,Can't sync %1 to the disk: The file's root type has changed.,Can't sync %1 to the disk: The file's root type has changed.
Studio.LiveSync.FileSyncPathsPermission,,,Do you want to allow Plugin %1 to see the file paths of Instances that are syncing?,Do you want to allow Plugin %1 to see the file paths of Instances that are syncing?
Studio.LiveSync.ErrorPathOverlapsWithDescendant,,,Can't sync with %1 because its descendant %2 is already being synced,Can't sync with %1 because its descendant %2 is already being synced
Studio.LiveSync.FileSyncPathsDeniedError,,,Plugin %1 was denied file sync paths permission. You can grant this permission in the Plugin Manager.,Plugin %1 was denied file sync paths permission. You can grant this permission in the Plugin Manager.
Studio.LiveSync.FileSyncPathsWarning,,,"Plugin %1 is attempting to see the file paths for your syncing Instances. Your user home directory will be anonymized before being shown to the plugin. Click Allow to permit all future attempts, or Deny to block. You can edit these settings in Plugin Management.","Plugin %1 is attempting to see the file paths for your syncing Instances. Your user home directory will be anonymized before being shown to the plugin. Click Allow to permit all future attempts, or Deny to block. You can edit these settings in Plugin Management."
Studio.LiveSync.FileSyncPathsFirstDeniedError,,,Plugin %1 was denied file sync paths permission. The user has been prompted for future attempts.,Plugin %1 was denied file sync paths permission. The user has been prompted for future attempts.
Studio.LiveSync.OpenInExternalEditor,,,Open in External Editor,Open in External Editor
Studio.LiveSync.OpenInExternalEditorTooltip,,,Open the synced file in the users default editor,Open the synced file in the users default editor
Studio.LiveSync.Property.ExternalEditorMode,,,External script editor,External script editor
Studio.LiveSync.Property.UseDefaultExternalEditor,,,Use default as external script editor,Use default as external script editor
Studio.LiveSync.PropertyItems.SystemDefault,,,System Default,System Default
Studio.LiveSync.ResumeSyncConflictsCondensedM3,,,%1 instance(s) not resumed - contents differ from disk. Resume manually via context menu or set behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,%1 instance(s) not resumed - contents differ from disk. Resume manually via context menu or set behavior in Studio Settings > Script Sync > Resume conflicted sync on place open
Studio.LiveSync.SyncFolderBestExperience,,,Sync a folder for the best experience,Sync a folder for the best experience
Studio.LiveSync.SyncTo,,,Sync to...,Sync to...
Studio.LiveSync.SyncToFile,,,Sync to file,Sync to file
Studio.LiveSync.Upsell,,,"To edit this script externally, it needs to sync to a file. For easier management, sync a parent Folder by selecting <b>Script Sync > Sync with directory</b> in the right-click menu","To edit this script externally, it needs to sync to a file. For easier management, sync a parent Folder by selecting <b>Script Sync > Sync with directory</b> in the right-click menu"
Studio.LiveSync.WarningIgnoredChildren,,,%1 has children that are incompatible instances which will not be synced,%1 has children that are incompatible instances which will not be synced
Studio.LiveSync.WarningUnsupportedProperties,,,%1 has unsupported properties which will not be synced,%1 has unsupported properties which will not be synced
Studio.LiveSync.WarningIgnoredDescendants,,,%1 has descendants that are incompatible instances which will not be synced,%1 has descendants that are incompatible instances which will not be synced
Studio.LiveSync.WarningUnsupportedPropertiesDescendants,,,%1 has descendants with unsupported properties which will not be synced,%1 has descendants with unsupported properties which will not be synced
Studio.ScriptEditor.TypeColor,,,Type Color,Type Color
Studio.ScriptEditor.NoDeclarationFoundTooltip,,,No declaration found,No declaration found
Studio.ScriptEditor.NoDeclarationFoundParameterTooltip,,,No declaration found for '%1',No declaration found for '%1'
Studio.ScriptEditor.ReviewableChange.Accept,,,Keep,Keep
Studio.ScriptEditor.ReviewableChange.Reject,,,Undo,Undo
Studio.AudioActions.Action.FindPlaying,,,Find Playing,Find Playing
Studio.AudioActions.Action.InsertBefore,,,Insert Before...,Insert Before...
Studio.AudioActions.Action.Insert,,,%s,%s
Studio.AudioActions.Action.InsertBetween,,,Insert Between...,Insert Between...
Studio.AudioActions.Action.InsertAfter,,,Insert After...,Insert After...
Studio.AudioActions.Action.MainVolume,,,Main Volume,Main Volume
Studio.AudioActions.Action.MigrateSounds,,,Migrate Sounds,Migrate Sounds
Studio.AudioActions.Action.SelectOutputs,,,Select Outputs,Select Outputs
Studio.AudioActions.Action.SelectInputs,,,Select Inputs,Select Inputs
Studio.AudioActions.Action.StopPlaying,,,Stop Playing,Stop Playing
Studio.AudioActions.Action.WireUp,,,Wire %s -> %t,Wire %s -> %t
Studio.AudioActions.Action.WireUpDisabled,,,Wire Up,Wire Up
Studio.AudioActions.Tooltip.FindPlaying,,,Select all AudioPlayers that are currently playing audio,Select all AudioPlayers that are currently playing audio
Studio.AudioActions.Tooltip.Insert,,,Insert %s under the selected instance,Insert %s under the selected instance
Studio.AudioActions.Tooltip.InsertAfter,,,Insert an intsance as an output from the selected instance,Insert an intsance as an output from the selected instance
Studio.AudioActions.Tooltip.InsertBefore,,,Insert an instance as an input to the selected instance,Insert an instance as an input to the selected instance
Studio.AudioActions.Tooltip.InsertBetween,,,Insert an instance between two nodes connected by a Wire,Insert an instance between two nodes connected by a Wire
Studio.AudioActions.Tooltip.MainVolume,,,Change the sound output level of Studio,Change the sound output level of Studio
Studio.AudioActions.Tooltip.MigrateSounds,,,Update selected Sound instances to AudioPlayers,Update selected Sound instances to AudioPlayers
Studio.AudioActions.Tooltip.WireUp,,,Connect two selected audio instances with a Wire,Connect two selected audio instances with a Wire
Studio.AudioActions.Tooltip.SelectInputs,,,Select all input instances wired to an Instance,Select all input instances wired to an Instance
Studio.AudioActions.Tooltip.StopPlaying,,,Stop all audio instances that are playing sound,Stop all audio instances that are playing sound
Studio.AudioActions.Tooltip.SelectOutputs,,,Select all output instances wired from an Instance,Select all output instances wired from an Instance
Studio.PlaceVersionHistory.Label.PlaceVersionHistory,,,Place Version History,Place Version History
Studio.PlaceVersionHistory.VersionHistory,,,Version History,Version History
Studio.PlaceVersionHistory.Label.VersionHistory,,,Version History,Version History
Studio.PlaceVersionHistory.Error.VersionNotesFailedToSave,,,Failed to save your place version notes. Please try again.,Failed to save your place version notes. Please try again.
Studio.PlaceVersionHistory.Label.Collaborators,,,Collaborators,Collaborators
Studio.PlaceVersionHistory.Label.Today,,,Today,Today
Studio.PlaceVersionHistory.Label.ThisWeek,,,This week,This week
Studio.PlaceVersionHistory.Label.ThisMonth,,,This month,This month
Studio.PlaceVersionHistory.Label.AllTime,,,All time,All time
Studio.PlaceVersionHistory.Action.Reset,,,Reset,Reset
Studio.PlaceVersionHistory.Action.Apply,,,Apply,Apply
Studio.PlaceVersionHistory.Option.AutoSaves,,,Auto saves,Auto saves
Studio.PlaceVersionHistory.Option.ManualSaves,,,Manual saves,Manual saves
Studio.PlaceVersionHistory.Option.AllSaves,,,All saves,All saves
Studio.PlaceVersionHistory.Option.Published,,,Published,Published
Studio.PlaceVersionHistory.Option.HasNotes,,,Has notes,Has notes
Studio.PlaceVersionHistory.Label.FindAPlace,,,Find a place,Find a place
Studio.PlaceVersionHistory.Label.AllUsers,,,All collaborators,All collaborators
Studio.PlaceVersionHistory.Label.FindAUser,,,Find a collaborator,Find a collaborator
Studio.PlaceVersionHistory.Action.Cancel,,,Cancel,Cancel
Studio.PlaceVersionHistory.Label.ResetUser,,,All collaborators,All collaborators
Studio.PlaceVersionHistory.Label.Search,,,Search,Search
Studio.PlaceVersionHistory.Action.Refresh,,,Refresh,Refresh
Studio.PlaceVersionHistory.Action.ClearFilters,,,Clear filters,Clear filters
Studio.PlaceVersionHistory.Title.ErrorLoadingHistory,,,Error loading version history,Error loading version history
Studio.PlaceVersionHistory.Description.ErrorLoadingHistory,,,Something went wrong. Please try again.,Something went wrong. Please try again.
Studio.PlaceVersionHistory.Title.NothingMatchesFilters,,,Nothing matches your filters,Nothing matches your filters
Studio.PlaceVersionHistory.Title.StartSaving,,,Start saving to track version history,Start saving to track version history
Studio.PlaceVersionHistory.Description.NothingMatchesFilters,,,Try adjusting or clearing your filters.,Try adjusting or clearing your filters.
Studio.PlaceVersionHistory.Description.StartSaving,,,Save to Roblox to see new history. Your old history will appear soon after.,Save to Roblox to see new history. Your old history will appear soon after.
Studio.PlaceVersionHistory.Title.EditVersionNotes,,,Edit version notes,Edit version notes
Studio.PlaceVersionHistory.Title.SaveWithVersionNotes,,,Save with version notes,Save with version notes
Studio.PlaceVersionHistory.Title.PublishWithVersionNotes,,,Publish with version notes,Publish with version notes
Studio.PlaceVersionHistory.Action.Save,,,Save,Save
Studio.PlaceVersionHistory.Action.Publish,,,Publish,Publish
Studio.PlaceVersionHistory.Title.ErrorCharLimit,,,You have exceeded the character limit,You have exceeded the character limit
Studio.PlaceVersionHistory.Title.ErrorLineLimit,,,You have exceeded the line limit,You have exceeded the line limit
Studio.PlaceVersionHistory.Title.ErrorTextModeration,,,This text does not meet community standards. Please edit and retry.,This text does not meet community standards. Please edit and retry.
Studio.PlaceVersionHistory.Label.VersionName,,,Version title,Version title
Studio.PlaceVersionHistory.Label.VersionNotes,,,Version details,Version details
Studio.PlaceVersionHistory.Menu.EditVersionNotes,,,Edit version notes,Edit version notes
Studio.PlaceVersionHistory.Menu.OpenLocalCopy,,,Open local copy,Open local copy
Studio.PlaceVersionHistory.Label.VersionsPerPage,,,Versions per page,Versions per page
Studio.PlaceVersionHistory.Label.Published,,,Published,Published
Studio.PlaceVersionHistory.Label.AutoSave,,,Auto save,Auto save
Studio.PlaceVersionHistory.Action.AddNotes,,,Add notes,Add notes
Studio.PlaceVersionHistory.Label.UnknownUser,,,Unknown user,Unknown user
Studio.PlaceVersionHistory.Title.MigrationInProgress,,,Your version history is being migrated,Your version history is being migrated
Studio.PlaceVersionHistory.Description.MigrationInProgress,,,We have started moving your version history. It will show up here soon.,We have started moving your version history. It will show up here soon.
Studio.PlaceVersionHistory.Label.ResetPlace,,,Back to current place,Back to current place
Studio.PlaceVersionHistory.Label.PreviouslyPublished,,,Previously Published,Previously Published
Studio.PlaceVersionHistory.Title.AddVersionNotes,,,Add version notes,Add version notes
Studio.PlaceVersionHistory.Label.VersionNamePlaceholder,,,Describe what changed in this version,Describe what changed in this version
Studio.PlaceVersionHistory.Label.VersionNotesPlaceholder,,,Add more information about the changes,Add more information about the changes
Studio.MinSpec.DialogClose,,,Close,Close
Studio.MinSpec.DialogDetailedText,,,Please upgrade or access on a different device.,Please upgrade or access on a different device.
Studio.MinSpec.DialogCreatorHub,,,Visit Creator Hub,Visit Creator Hub
Studio.MinSpec.DialogText,,,This system does not meet the minimum requirements to run Roblox Studio,This system does not meet the minimum requirements to run Roblox Studio
Studio.MinSpec.DialogTitle,,,Roblox Studio,Roblox Studio
Studio.PerformanceTools.SceneBudgetThermometer.Plugin.Toolbar,,,Performance Tools,Performance Tools
Studio.PerformanceTools.SceneBudgetThermometer.Name,,,Scene Budget Thermometer,Scene Budget Thermometer
Studio.PerformanceTools.SceneBudgetThermometer.Button,,,Scene Budget Thermometer,Scene Budget Thermometer
Studio.PerformanceTools.SceneBudgetThermometer.Description,,,A tool that can help creators measure the performance of their experience.,A tool that can help creators measure the performance of their experience.
Studio.PerformanceTools.SceneBudgetThermometer.Tooltip.SceneTrianglesBar,,,"The number of geometry ""Scene"" triangles currently in view","The number of geometry ""Scene"" triangles currently in view"
Studio.PerformanceTools.SceneBudgetThermometer.DrawcallsScene,,,Drawcalls (Scene),Drawcalls (Scene)
Studio.PerformanceTools.SceneBudgetThermometer.Geometry,,,Geometry,Geometry
Studio.PerformanceTools.SceneBudgetThermometer.Tooltip.SceneDrawcallsBar,,,"The number of geometry ""Scene"" drawcalls currently in view","The number of geometry ""Scene"" drawcalls currently in view"
Studio.PerformanceTools.SceneBudgetThermometer.FrameRenderTime,,,Per-Frame Game Render Time,Per-Frame Game Render Time
Studio.PerformanceTools.SceneBudgetThermometer.PerFrameTaskTime,,,Per-Frame Task Time,Per-Frame Task Time
Studio.PerformanceTools.SceneBudgetThermometer.TrianglesScene,,,Triangles (Scene),Triangles (Scene)
Studio.PerformanceTools.General.Settings,,,Settings,Settings
Studio.PerformanceTools.Information,,,"This tool shows you the approximate scene complexity for the current camera view.
Be aware that editing and running your game are different - be sure to test inside your game regularly.","This tool shows you the approximate scene complexity for the current camera view.
Be aware that editing and running your game are different - be sure to test inside your game regularly."
Studio.PerformanceTools.SceneBudgetThermometer.EditDMWarning,,,"Edit and Play Mode will show different values. Be sure to check your performance in Play Mode, too.","Edit and Play Mode will show different values. Be sure to check your performance in Play Mode, too."
Studio.PerformanceTools.SceneBudgetThermometer.GeometryBudgetLow,,,Your geometry and scene complexity are low.,Your geometry and scene complexity are low.
Studio.PerformanceTools.SceneBudgetThermometer.GeometryBudgetMedium,,,"Your geometry and scene complexity are significant, but not high.","Your geometry and scene complexity are significant, but not high."
Studio.PerformanceTools.SceneBudgetThermometer.GeometryBudgetHigh,,,Your geometry and scene complexity are very high.,Your geometry and scene complexity are very high.
Studio.PerformanceTools.SceneBudgetThermometer.GeometryBudgetExtraInfo,,,Very complex geometry can cause low-end devices to have their view distance and rendering quality considerably reduced.,Very complex geometry can cause low-end devices to have their view distance and rendering quality considerably reduced.
Studio.PerformanceTools.SceneBudgetThermometer.CPUBudgetLow,,,Your overall CPU usage is low.,Your overall CPU usage is low.
Studio.PerformanceTools.SceneBudgetThermometer.CPUBudgetMedium,,,Your overall CPU usage is becoming significant.,Your overall CPU usage is becoming significant.
Studio.PerformanceTools.SceneBudgetThermometer.CPUBudgetHigh,,,Your overall CPU time is very high.,Your overall CPU time is very high.
Studio.PerformanceTools.SceneBudgetThermometer.MicroprofilerExtraInfo1,,,Mobile device CPU performance is usually slower than PC/Mac.,Mobile device CPU performance is usually slower than PC/Mac.
Studio.PerformanceTools.SceneBudgetThermometer.TaskCPUBudgetLow,,,Your task CPU time looks low.,Your task CPU time looks low.
Studio.PerformanceTools.SceneBudgetThermometer.TaskCPUBudgetMedium,,,Your task CPU time is becoming significant.,Your task CPU time is becoming significant.
Studio.PerformanceTools.SceneBudgetThermometer.TaskCPUBudgetHigh,,,Your task CPU time is very high.,Your task CPU time is very high.
Studio.PerformanceTools.SceneBudgetThermometer.SceneTriangleBudgetExtraInfo,,,"Meshes, terrain, unions, parts, particles and other geometry all contribute to this stat.","Meshes, terrain, unions, parts, particles and other geometry all contribute to this stat."
Studio.PerformanceTools.SceneBudgetThermometer.RenderCPUBudgetLow,,,Your rendering CPU frame time looks low.,Your rendering CPU frame time looks low.
Studio.PerformanceTools.SceneBudgetThermometer.RenderCPUBudgetMedium,,,Your render CPU time is becoming significant.,Your render CPU time is becoming significant.
Studio.PerformanceTools.SceneBudgetThermometer.RenderCPUBudgetHigh,,,Your render CPU time is very high.,Your render CPU time is very high.
Studio.PerformanceTools.SceneBudgetThermometer.SceneTriangleBudgetLow,,,Your scene triangle complexity is low.,Your scene triangle complexity is low.
Studio.PerformanceTools.SceneBudgetThermometer.SceneTriangleBudgetMedium,,,Your scene triangle complexity is significant.,Your scene triangle complexity is significant.
Studio.PerformanceTools.SceneBudgetThermometer.SceneTriangleBudgetHigh1,,,Your scene triangle complexity is very high.,Your scene triangle complexity is very high.
Studio.PerformanceTools.SceneBudgetThermometer.SceneDrawcallBudgetLow,,,Your scene drawcall complexity is low.,Your scene drawcall complexity is low.
Studio.PerformanceTools.SceneBudgetThermometer.SceneDrawcallBudgetMedium,,,Your scene drawcall complexity is significant.,Your scene drawcall complexity is significant.
Studio.PerformanceTools.SceneBudgetThermometer.SceneDrawcallBudgetHigh1,,,Your scene drawcall count is very high.,Your scene drawcall count is very high.
Studio.PerformanceTools.SceneBudgetThermometer.SceneDrawcallBudgetExtraInfo,,,"Complex material usage, transparency usage, particles, decals, texture instances, and beams can contribute to this stat.","Complex material usage, transparency usage, particles, decals, texture instances, and beams can contribute to this stat."
Studio.PerformanceTools.SceneBudgetThermometer.HighBudgetLowFPS,,,High CPU usage on devices can result in low FPS.,High CPU usage on devices can result in low FPS.
Studio.PerformanceTools.SceneBudgetThermometer.SceneDrawcallBudgetHigh2,,,Very high drawcall counts can cause low-end devices to scale down the view distance and rendering quality.,Very high drawcall counts can cause low-end devices to scale down the view distance and rendering quality.
Studio.PerformanceTools.SceneBudgetThermometer.SceneTriangleBudgetHigh2,,,Very high triangle counts can cause low-end devices to scale down the view distance and rendering quality.,Very high triangle counts can cause low-end devices to scale down the view distance and rendering quality.
Studio.PerformanceTools.SceneBudgetThermometer.MicroprofilerExtraInfo2,,,The MicroProfiler can give you more information on CPU usage.,The MicroProfiler can give you more information on CPU usage.
Studio.PerformanceTools.SceneBudgetThermometer.GoodPerformance,,,Good Performance,Good Performance
Studio.PerformanceTools.SceneBudgetThermometer.LowGeometrySceneComplexity,,,Low Geometry and Scene Complexity,Low Geometry and Scene Complexity
Studio.PerformanceTools.SceneBudgetThermometer.HighDrawcallCount,,,High Drawcall Count,High Drawcall Count
Studio.PerformanceTools.SceneBudgetThermometer.MediumGeometrySceneComplexity,,,Medium Geometry and Scene Complexity,Medium Geometry and Scene Complexity
Studio.PerformanceTools.SceneBudgetThermometer.HighGeometrySceneComplexity,,,High Geometry and Scene Complexity,High Geometry and Scene Complexity
Studio.PerformanceTools.SceneBudgetThermometer.MediumPerformance,,,Medium Performance,Medium Performance
Studio.PerformanceTools.SceneBudgetThermometer.LowPerformance,,,Low Performance,Low Performance
Studio.PerformanceTools.SceneBudgetThermometer.LowCPUUsage,,,Low CPU Usage,Low CPU Usage
Studio.PerformanceTools.SceneBudgetThermometer.MediumCPUUsage,,,Medium CPU Usage,Medium CPU Usage
Studio.PerformanceTools.SceneBudgetThermometer.HighCPUUsage,,,High CPU Usage,High CPU Usage
Studio.PerformanceTools.SceneBudgetThermometer.LowTaskThreadUsage,,,Low Task Thread Usage,Low Task Thread Usage
Studio.PerformanceTools.SceneBudgetThermometer.MediumTaskThreadUsage,,,Medium Task Thread Usage,Medium Task Thread Usage
Studio.PerformanceTools.SceneBudgetThermometer.HighTaskThreadUsage,,,High Task Thread Usage,High Task Thread Usage
Studio.PerformanceTools.SceneBudgetThermometer.LowRenderThreadUsage,,,Low Render Thread Usage,Low Render Thread Usage
Studio.PerformanceTools.SceneBudgetThermometer.MediumRenderThreadUsage,,,Medium Render Thread Usage,Medium Render Thread Usage
Studio.PerformanceTools.SceneBudgetThermometer.HighRenderThreadUsage,,,High Render Thread Usage,High Render Thread Usage
Studio.PerformanceTools.SceneBudgetThermometer.LowTriangleCount,,,Low Triangle Count,Low Triangle Count
Studio.PerformanceTools.SceneBudgetThermometer.MediumTriangleCount,,,Medium Triangle Count,Medium Triangle Count
Studio.PerformanceTools.SceneBudgetThermometer.HighTriangleCount,,,High Triangle Count,High Triangle Count
Studio.PerformanceTools.SceneBudgetThermometer.LowDrawcallCount,,,Low Drawcall Count,Low Drawcall Count
Studio.PerformanceTools.SceneBudgetThermometer.MediumDrawcallCount,,,Medium Drawcall Count,Medium Drawcall Count
Studio.PerformanceTools.SceneBudgetThermometer.GeometryBudget,,,Geometry Budget,Geometry Budget
Studio.PerformanceTools.SceneBudgetThermometer.CPUBudget,,,CPU Budget,CPU Budget
Studio.PerformanceTools.SceneBudgetThermometer.MaxTriangles,,,Max Triangles,Max Triangles
Studio.PerformanceTools.SceneBudgetThermometer.MaxDrawcalls,,,Max Drawcalls,Max Drawcalls
Studio.PerformanceTools.SceneBudgetThermometer.ResetToDefault,,,Reset To Default,Reset To Default
Studio.PerformanceTools.SceneBudgetThermometer.MaxSceneTriangles,,,Max Scene Triangles,Max Scene Triangles
Studio.PerformanceTools.SceneBudgetThermometer.MaxSceneDrawcalls,,,Max Scene Drawcalls,Max Scene Drawcalls
Studio.PerformanceTools.SceneBudgetThermometer.MaxTotalRenderCpuMs,,,Max Total Render CPU Time (ms),Max Total Render CPU Time (ms)
Studio.PerformanceTools.SceneBudgetThermometer.MaxTotalTaskCpuMs,,,Max Total Task CPU Time (ms),Max Total Task CPU Time (ms)
Studio.PerformanceTools.SceneBudgetThermometer.DefaultBudgetInformation,,,The default budget numbers are for low end devices. Staying under these budgets is a good sign that your game will be able to run at 60 frames per second on over 90% of player's devices.,The default budget numbers are for low end devices. Staying under these budgets is a good sign that your game will be able to run at 60 frames per second on over 90% of player's devices.
Studio.PerformanceTools.SceneBudgetThermometer.OpenMicroprofiler,,,Open MicroProfiler,Open MicroProfiler
Studio.PerformanceTools.SceneBudgetThermometer.CloseMicroprofiler,,,Close MicroProfiler,Close MicroProfiler
Studio.PerformanceTools.SceneBudgetThermometer.GraphicsQualityEditor,,,Graphics Quality (Editor),Graphics Quality (Editor)
Studio.PerformanceTools.SceneBudgetThermometer.GraphicsQualityGame,,,Graphics Quality (Game),Graphics Quality (Game)
Studio.PerformanceTools.SceneBudgetThermometer.GraphicsQuality,,,Graphics Quality,Graphics Quality
Studio.PerformanceTools.SceneBudgetThermometer.GraphicsSettings,,,Graphics Settings,Graphics Settings
Studio.PerformanceTools.SceneBudgetThermometer.QualitySettingWarning,,,Scene geometry can change under different graphics quality settings.,Scene geometry can change under different graphics quality settings.
Studio.PerformanceTools.SceneBudgetThermometer.Manual,,,Manual,Manual
Studio.PerformanceTools.SceneBudgetThermometer.Automatic,,,Automatic,Automatic
Studio.PerformanceTools.SceneMonitor.GraphicsQualityDescription,,,"The level of graphics quality that is currently visible in your viewport. This is a per-device setting, and changing this will show how your game might appear on different devices.","The level of graphics quality that is currently visible in your viewport. This is a per-device setting, and changing this will show how your game might appear on different devices."
Studio.PerformanceTools.SceneMonitor.CPU,,,CPU,CPU
Studio.PerformanceTools.SceneMonitor.DefaultSettingsInformation,,,The default values are for low end devices. Staying under these values is a good sign that your game will be able to run at 60 frames per second on over 90% of player's devices.,The default values are for low end devices. Staying under these values is a good sign that your game will be able to run at 60 frames per second on over 90% of player's devices.
Studio.PerformanceTools.SceneMonitor.Auto,,,Auto,Auto
Studio.PerformanceTools.SceneMonitor.Name,,,Scene Monitor,Scene Monitor
Studio.PerformanceTools.SceneMonitor.Geometry,,,Geometry,Geometry
Studio.CreatorStore.Label.Recent,,,Recent,Recent
Studio.CreatorStore.Label.CreatorStore,,,Creator Store,Creator Store
Studio.CreatorStore.Label.Inventory,,,Inventory,Inventory
Studio.CreatorStore.Label.Creations,,,Creations,Creations
Studio.TestingControls.Tooltip.JoinTeamTest,,,Join the ongoing Team Test,Join the ongoing Team Test
Studio.TestingControls.Title.JoinTeamTest,,,Join Team Test,Join Team Test
Studio.TestingControls.Title.Exit,,,Exit,Exit
Studio.TestingControls.Tooltip.LaunchClients,,,Select the number of clients to start the simulation,Select the number of clients to start the simulation
Studio.TestingControls.Title.Pause,,,Pause,Pause
Studio.TestingControls.Title.PauseServer,,,Pause Server,Pause Server
Studio.TestingControls.Title.PauseClient,,,Pause Client,Pause Client
Studio.TestingControls.Title.Resume,,,Resume,Resume
Studio.TestingControls.Title.ResumeClient,,,Resume Client,Resume Client
Studio.TestingControls.Title.ResumeServer,,,Resume Server,Resume Server
Studio.TestingControls.Tooltip.Pause,,,Pause all physics and animations,Pause all physics and animations
Studio.TestingControls.Tooltip.PauseServer,,,Pause server physics and animations,Pause server physics and animations
Studio.TestingControls.Tooltip.PauseClient,,,Pause client physics and animations,Pause client physics and animations
Studio.TestingControls.Tooltip.Resume,,,Resume all physics and animations,Resume all physics and animations
Studio.TestingControls.Tooltip.ResumeServer,,,Resume server physics and animations,Resume server physics and animations
Studio.TestingControls.Tooltip.ResumeClient,,,Resume client physics and animations,Resume client physics and animations
Studio.TestingControls.Title.Play,,,Play,Play
Studio.TestingControls.Tooltip.Play,,,Start simulating the experience,Start simulating the experience
Studio.TestingControls.Title.ResumeScripts,,,Resume Scripts,Resume Scripts
Studio.TestingControls.Tooltip.ResumeScripts,,,Resume scripts and simulation,Resume scripts and simulation
Studio.TestingControls.Tooltip.Exit,,,Exit client window,Exit client window
Studio.TestingControls.Title.StepForward,,,Step Forward,Step Forward
Studio.TestingControls.Tooltip.StepForward,,,Step forward one frame in the simulation,Step forward one frame in the simulation
Studio.TestingControls.Title.StepForwardClient,,,Step Forward: Client,Step Forward: Client
Studio.TestingControls.Tooltip.StepForwardClient,,,Step client forward one frame,Step client forward one frame
Studio.TestingControls.Tooltip.StepForwardServer,,,Step server forward one frame,Step server forward one frame
Studio.TestingControls.Title.StepForwardServer,,,Step Forward: Server,Step Forward: Server
Studio.TestingControls.Title.Client,,,Toggle Client View,Toggle Client View
Studio.TestingControls.Title.Server,,,Toggle Server View,Toggle Server View
Studio.TestingControls.Tooltip.ClientServerDM,,,Toggle between client and server view,Toggle between client and server view
Studio.TestingControls.Title.EndSession,,,End Session,End Session
Studio.TestingControls.Tooltip.EndSessionTeamTest,,,End Team Test session for all collaborators,End Team Test session for all collaborators
Studio.TestingControls.Tooltip.EndSessionServerClients,,,Close server and all client windows,Close server and all client windows
Studio.TestingControls.Tooltip.Test,,,"Start simulation with a player at a SpawnLocation or coordinates of around (0, 100, 0)","Start simulation with a player at a SpawnLocation or coordinates of around (0, 100, 0)"
Studio.TestingControls.Tooltip.AddClients,,,Add clients to the current session,Add clients to the current session
Studio.TestingControls.Title.Stop,,,Stop,Stop
Studio.TestingControls.Tooltip.Stop,,,End simulation,End simulation
Studio.TestingControls.Title.StepOut,,,Step Out,Step Out
Studio.TestingControls.Tooltip.StepOut,,,Moves the debugger out of the current function to the next line after the function was called,Moves the debugger out of the current function to the next line after the function was called
Studio.TestingControls.Title.StepOver,,,Step Over,Step Over
Studio.TestingControls.Tooltip.StepOver,,,Moves the debugger to the next line of code without moving into functions,Moves the debugger to the next line of code without moving into functions
Studio.TestingControls.Title.StepInto,,,Step Into,Step Into
Studio.TestingControls.Tooltip.StepInto,,,Moves the debugger into the function on the current line,Moves the debugger into the function on the current line
Studio.TestingControls.Title.AddClients,,,Add Clients,Add Clients
Studio.TestingControls.Title.Test,,,Test,Test
Studio.TestingControls.Tooltip.TestHere,,,Start the simulation at the camera's current position,Start the simulation at the camera's current position
Studio.TestingControls.Title.TestHere,,,Test Here,Test Here
Studio.TestingControls.Title.Run,,,Run,Run
Studio.TestingControls.Tooltip.Run,,,Start the simulation at the camera's current position without a player,Start the simulation at the camera's current position without a player
Studio.TestingControls.Tooltip.TeamTest,,,Collaborators can join the simulation,Collaborators can join the simulation
Studio.TestingControls.Title.TeamTest,,,Team Test,Team Test
Studio.TestingControls.Tooltip.ServerAndClients,,,Start a server and multiple client sessions,Start a server and multiple client sessions
Studio.TestingControls.Title.ServerAndClients,,,Server & Clients,Server & Clients
Studio.TestingControls.Title.PauseClientServer,,,Pause Client/Server,Pause Client/Server
Studio.TestingControls.Tooltip.PauseClientServer,,,Pause client or server physics and animations,Pause client or server physics and animations
Studio.TestingControls.Tooltip.ResumeClientServer,,,Resume client or server physics and animations,Resume client or server physics and animations
Studio.TestingControls.Title.ResumeClientServer,,,Resume Client/Server,Resume Client/Server
Studio.TestingControls.Title.ClientServerToggleDM,,,Toggle Client/Server View,Toggle Client/Server View
Studio.TestingControls.Title.ExitTeamTest,,,Exit Team Test,Exit Team Test
Studio.TestingControls.Title.ExitServerAndClients,,,Exit Server & Client,Exit Server & Client
Studio.TestingControls.Title.StepForwardClientServer,,,Step Forward: Client/Server,Step Forward: Client/Server
Studio.TestingControls.Tooltip.StepForwardClientServer,,,Step client or server forward one frame,Step client or server forward one frame
Studio.TestingControls.Title.DebugPlugin,,,Debug Plugin,Debug Plugin
