Key,Context,Example,Source,en-us
Studio.TestingControls.Tooltip.DebugPlugin,,,Enable real-time debugging and reloading of plugins,Enable real-time debugging and reloading of plugins
Studio.TestingControls.Title.ServerAndClientsExtended,,,Server and Clients,Server and Clients
Studio.TestingControls.Title.ExitClient,,,Exit Client,Exit Client
Studio.PluginChangedWatcher.Output.ChangeDetected,,,Detected add/change: {plugin}; loading/reloading the plugin now!,Detected add/change: {plugin}; loading/reloading the plugin now!
Studio.PluginChangedWatcher.Output.RemovalDetected,,,Detected removal: {plugin}; unloading the plugin now!,Detected removal: {plugin}; unloading the plugin now!
Studio.Clipboard.Copy,,,Copy,Copy
Studio.Clipboard.Paste,,,Paste,Paste
Studio.Clipboard.PasteInto,,,Paste Into,Paste Into
Studio.Clipboard.PasteAtOriginalLocation,,,Paste at Original Location,Paste at Original Location
Studio.Clipboard.PasteIntoAtOriginalLocation,,,Paste into at Original Location,Paste into at Original Location
Studio.Clipboard.PasteIntoSelected,,,Paste Into Selected,Paste Into Selected
Studio.Clipboard.PasteIntoSelectedAtOriginalLocation,,,Paste Into Selected At Original Location,Paste Into Selected At Original Location
Studio.Clipboard.PasteTooltip,,,Paste item in clipboard,Paste item in clipboard
Studio.SystemMenu.Title.Performance,,,Performance Summary,Performance Summary
Studio.SystemMenu.Title.NetworkSummary,,,Network Summary,Network Summary
Studio.SystemMenu.Title.Plugins,,,Plugins,Plugins
Studio.SystemMenu.Title.StudioSettings,,,Studio Settings,Studio Settings
Studio.SystemMenu.Title.Recent,,,Recent,Recent
Studio.SystemMenu.Title.OpenFromRoblox,,,Open from Roblox,Open from Roblox
Studio.SystemMenu.Title.OpenFromFile,,,Open from File,Open from File
Studio.SystemMenu.Title.ExportAsObj,,,Export as .obj,Export as .obj
Studio.SystemMenu.Title.DownloadACopy,,,Download a Copy,Download a Copy
Studio.SystemMenu.Title.StartStudioTour,,,Start Studio Tour,Start Studio Tour
Studio.SystemMenu.Title.CustomizeShortcuts,,,Customize Shortcuts,Customize Shortcuts
Studio.SystemMenu.Title.PublishToRobloxAs,,,Publish to Roblox As,Publish to Roblox As
Studio.SystemMenu.Title.SaveToRobloxAs,,,Save to Roblox As,Save to Roblox As
Studio.SystemMenu.Title.SaveToFileAs,,,Save to File As,Save to File As
Studio.SystemMenu.Title.PublishAsPlugin,,,Publish as Plugin,Publish as Plugin
Studio.SystemMenu.Title.SaveAsLocalPlugin,,,Save as Local Plugin,Save as Local Plugin
Studio.SystemMenu.Title.DeveloperInspector,,,Developer Inspector,Developer Inspector
Studio.SystemMenu.Title.DeveloperStorybook,,,Developer Storybook,Developer Storybook
Studio.SystemMenu.Title.UI,,,UI,UI
Studio.SystemMenu.Title.Script,,,Script,Script
Studio.SystemMenu.Title.Localization,,,Localization,Localization
Studio.SystemMenu.Title.Avatar,,,Avatar,Avatar
Studio.SystemMenu.Title.LocalizationTool,,,Localization Tools,Localization Tools
Studio.SystemMenu.Title.Window,,,Window,Window
Studio.SystemMenu.Title.3D,,,3D,3D
Studio.SystemMenu.Title.Debug,,,Debug,Debug
Studio.SystemMenu.Title.Collaboration,,,Collaboration,Collaboration
Studio.SystemMenu.Title.ActivityHistory,,,Activity History,Activity History
Studio.SystemMenu.Title.Screenshot,,,Screenshot,Screenshot
Studio.SystemMenu.Title.ResetLayout,,,Reset Layout,Reset Layout
Studio.SystemMenu.Title.ShowViewSelector,,,Show View Selector,Show View Selector
Studio.SystemMenu.Title.TwoStuds,,,2 Studs,2 Studs
Studio.SystemMenu.Title.FourStuds,,,4 Studs,4 Studs
Studio.SystemMenu.Title.SixStuds,,,6 Studs,6 Studs
Studio.SystemMenu.Title.SixteenStuds,,,16 Studs,16 Studs
Studio.SystemMenu.Title.DebugError,,,Debug Error,Debug Error
Studio.SystemMenu.Title.DeviceEmulator,,,Device Emulator,Device Emulator
Studio.SystemMenu.Title.PlayerEmulator,,,Player Emulator,Player Emulator
Studio.SystemMenu.Title.ShowGrid,,,Show Grid,Show Grid
Studio.SystemMenu.Title.ShowWindControl,,,Show Wind Direction,Show Wind Direction
Studio.SystemMenu.Title.AnchorSelection,,,Anchor Selection,Anchor Selection
Studio.SystemMenu.Title.LockSelection,,,Lock Selection,Lock Selection
Studio.SystemMenu.Title.GroupAsModel,,,Group as Model,Group as Model
Studio.SystemMenu.Title.GroupAsFolder,,,Group as Folder,Group as Folder
Studio.SystemMenu.Title.ConvertToPackage,,,Convert to Package,Convert to Package
Studio.SystemMenu.Title.ShowGridMaterial,,,Show Grid Material,Show Grid Material
Studio.SystemMenu.Title.ShowWireframeRendering,,,Show Wireframe Rendering,Show Wireframe Rendering
Studio.SystemMenu.Title.ShowUI,,,Show UI,Show UI
Studio.SystemMenu.Title.ConstraintOnTop,,,Show Constraint on Top,Show Constraint on Top
Studio.SystemMenu.Title.ShowConstraintDetails,,,Show Constraint Details,Show Constraint Details
Studio.SystemMenu.Title.View,,,View,View
Studio.SystemMenu.Title.Edit,,,Edit,Edit
Studio.SystemMenu.Title.Group,,,Group,Group
Studio.SystemMenu.Title.Lock,,,Lock,Lock
Studio.SystemMenu.Title.Anchor,,,Anchor,Anchor
Studio.SystemMenu.Title.ExpandScriptFolds,,,Expand Script Folds,Expand Script Folds
Studio.SystemMenu.Title.CollapseScriptFolds,,,Collapse Script Folds,Collapse Script Folds
Studio.SystemMenu.Title.PasteIntoAtOriginalLocation,,,Paste into at Original Location,Paste into at Original Location
Studio.SystemMenu.Title.PasteAtOriginalLocation,,,Paste at Original Location,Paste at Original Location
Studio.SystemMenu.Title.PlaceAnnotations,,,Comments,Comments
Studio.SystemMenu.Title.ManageCollaborators,,,Manage Collaborators,Manage Collaborators
Studio.SystemMenu.Title.LiveCollaborators,,,Live Collaborators,Live Collaborators
Studio.SystemMenu.Title.SuperTemplate,,,Super Template,Super Template
Studio.SystemMenu.Title.ControllerEmulator,,,Controller Emulator,Controller Emulator
Studio.SystemMenu.Title.Test,,,Test,Test
Studio.SystemMenu.Title.StartTestSession,,,Start Test Session,Start Test Session
Studio.SystemMenu.Title.SaveToRobloxWithNotes,,,Save to Roblox with Notes,Save to Roblox with Notes
Studio.SystemMenu.Tooltip.SaveToRobloxWithNotes,,,Save active document to Roblox with version notes,Save active document to Roblox with version notes
Studio.SystemMenu.Title.Untitled,,,Untitled,Untitled
Studio.SystemMenu.Tooltip.Performance,,,A basic performance overlay,A basic performance overlay
Studio.SystemMenu.Title.ReportIllegalContent,,,Report Illegal Content,Report Illegal Content
Studio.SystemMenu.Tooltip.ReportIllegalContent,,,Open a webpage to report illegal content on Roblox,Open a webpage to report illegal content on Roblox
Studio.SystemMenu.Help.OpenLogsFolder,,,Open Logs Folder,Open Logs Folder
Studio.SystemMenu.Title.Input,,,Input,Input
Studio.SystemMenu.Title.GroupAsFrame,,,Group as Frame,Group as Frame
Studio.SystemMenu.Title.UserInputPlayback,,,User Input Playback,User Input Playback
Studio.SystemMenu.Title.PublishToRobloxWithNotes,,,Publish to Roblox with Notes,Publish to Roblox with Notes
Studio.SystemMenu.Tooltip.PublishToRobloxWithNotes,,,Publish active document to Roblox with version notes,Publish active document to Roblox with version notes
Studio.SystemMenu.Title.UIAuthoring,,,Designer,Designer
Studio.PlaceUpload.ErrorMessage.BadRequest,,,Place save was rejected. Check your network and try again later.,Place save was rejected. Check your network and try again later.
Studio.DistributedScripts.AddBehaviorBindingPopup.CreateBehaviorBindingFmt1,,,Create and bind Behavior: %1,Create and bind Behavior: %1
Studio.DistributedScripts.AddBehaviorBindingPopup.LineEditText,,,Search for a Behavior to bind to,Search for a Behavior to bind to
Studio.DistributedScripts.AddBehaviorBindingPopup.NoBehaviorBindingsCreated,,,No Behaviors have been bound yet,No Behaviors have been bound yet
Studio.DistributedScripts.NoBehaviorBindingsLabelItem.NoBehaviorsFound,,,No bindable Behaviors were found,No bindable Behaviors were found
Studio.DistributedScripts.BehaviorName,,,Behavior,Behavior
Studio.DistributedScripts.RobloxRibbonMainWindow.InsertABehavior,,,Insert a behavior,Insert a behavior
Studio.DistributedScripts.ResimulatedClient,,,Client (Resim),Client (Resim)
Studio.DistributedScripts.ResimulatedServer,,,Server (Resim),Server (Resim)
Studio.DistributedScripts.ResimulatedEdit,,,Edit (Resim),Edit (Resim)
Studio.DistributedScripts.ResimulatedCoreScript,,,CoreScript (Resim),CoreScript (Resim)
Studio.DistributedScripts.ResimulatedStandalone,,,Standalone (Resim),Standalone (Resim)
Studio.DistributedScripts.ResimulatedStudio,,,Studio (Resim),Studio (Resim)
Studio.DistributedScripts.BehaviorScript,,,Behavior Script,Behavior Script
Studio.DistributedScripts.SelectAuroraScript,,,Select AuroraScript,Select AuroraScript
Studio.DistributedScripts.SelectAndOpenAuroraScript,,,Select + Open AuroraScript,Select + Open AuroraScript
Studio.DistributedScripts.AuroraScriptBindingsUploadWarning,,,"AuroraScript bindings will be removed during upload, which may break functionality. Consider converting to local scripts first.

Continue with upload anyway?","AuroraScript bindings will be removed during upload, which may break functionality. Consider converting to local scripts first.

Continue with upload anyway?"
Studio.DistributedScripts.AuroraScriptUploadError,,,AuroraScripts can't be included in uploads,AuroraScripts can't be included in uploads
Studio.SceneAnalysis.Plugin.Button,,,Scene Analysis,Scene Analysis
Studio.SceneAnalysis.Plugin.Description,,,A tool for analyzing scene resources within your experience.,A tool for analyzing scene resources within your experience.
Studio.SceneAnalysis.Plugin.Name,,,SceneAnalysis,SceneAnalysis
Studio.SceneAnalysis.ContextMenu.SelectInstances,,,Select Instance(s),Select Instance(s)
Studio.SceneAnalysis.ContextMenu.CopyAssetIdToClipboard,,,Copy Asset ID to Clipboard,Copy Asset ID to Clipboard
Studio.SceneAnalysis.Controls.AutoupdateToggle,,,Autoupdate,Autoupdate
Studio.SceneAnalysis.Controls.SearchPlaceholder,,,Search...,Search...
Studio.SceneAnalysis.Messages.LocalMachineValuesWarning,,,Local machine values. Memory usage will vary on player's devices.,Local machine values. Memory usage will vary on player's devices.
Studio.SceneAnalysis.Messages.WaitingForData,,,(Waiting For Data),(Waiting For Data)
Studio.SceneAnalysis.Categories.InstanceComposition,,,Instance Composition,Instance Composition
Studio.SceneAnalysis.Categories.UnparentedInstances,,,Unparented Instances,Unparented Instances
Studio.SceneAnalysis.Categories.ScriptMemoryUsage,,,Script Memory Usage,Script Memory Usage
Studio.SceneAnalysis.Categories.SceneTriangles,,,Scene Triangles,Scene Triangles
Studio.SceneAnalysis.Categories.AudioMemory,,,Audio Memory,Audio Memory
Studio.SceneAnalysis.Categories.AnimationMemory,,,Animation Memory,Animation Memory
Studio.SceneAnalysis.Messages.UnknownName,,,Unknown,Unknown
Studio.SceneAnalysis.Tooltip.CountLabel,,,Count: {value},Count: {value}
Studio.SceneAnalysis.Tooltip.InstanceCountLabel,,,Instance Count:,Instance Count:
Studio.SceneAnalysis.Tooltip.MemoryLabel,,,Memory: {value},Memory: {value}
Studio.SceneAnalysis.SummaryPane.TotalScriptMemory,,,Total Script Memory: {memory}  |  Total Scripts: {count},Total Script Memory: {memory}  |  Total Scripts: {count}
Studio.SceneAnalysis.SummaryPane.TotalSceneTriangles,,,Total Scene Triangles: {triangles}  |  Drawcalls: {drawcalls} (Excludes Shadows),Total Scene Triangles: {triangles}  |  Drawcalls: {drawcalls} (Excludes Shadows)
Studio.SceneAnalysis.SummaryPane.TotalAnimationMemory,,,Total Animation Memory: {memory}  |  Total Tracks: {count},Total Animation Memory: {memory}  |  Total Tracks: {count}
Studio.SceneAnalysis.SummaryPane.TotalAudioMemory,,,Total Audio Memory: {memory}  |  Total Sounds: {count},Total Audio Memory: {memory}  |  Total Sounds: {count}
Studio.SceneAnalysis.SummaryPane.TotalUnparentedInstances,,,Total Unparented Instances: {count},Total Unparented Instances: {count}
Studio.SceneAnalysis.SummaryPane.TotalInstances,,,Total Instances: {count}  |  Total Categories: {categories},Total Instances: {count}  |  Total Categories: {categories}
Studio.SceneAnalysis.SummaryPane.TotalMemory,,,Total Memory: {memory}  |  Total Items: {count},Total Memory: {memory}  |  Total Items: {count}
Studio.SceneAnalysis.SummaryPane.TotalCountGeneric,,,Total: {total}  |  Count: {count},Total: {total}  |  Count: {count}
Studio.SceneAnalysis.SummaryPane.SelectedItemsPrefix,,,Selected: {selected} ({count} items)  |  {summary},Selected: {selected} ({count} items)  |  {summary}
Studio.SceneAnalysis.ColumnHeaders.ClassName,,,Class Name,Class Name
Studio.SceneAnalysis.ColumnHeaders.InstanceCount,,,Instance Count,Instance Count
Studio.SceneAnalysis.ColumnHeaders.Name,,,Name,Name
Studio.SceneAnalysis.ColumnHeaders.Memory,,,Memory,Memory
Studio.SceneAnalysis.ColumnHeaders.Path,,,Path,Path
Studio.SceneAnalysis.ColumnHeaders.Class,,,Class,Class
Studio.SceneAnalysis.ColumnHeaders.ParentName,,,Parent Name,Parent Name
