Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.PivotEditor.Notification.NoSelection,,,No objects selected,No objects selected,لم يتم تحديد كائنات,Keine Objekte ausgewählt,No hay objetos seleccionados,Aucun objet sélectionné,कोई ऑब्जेक्ट नहीं चुना गया,Tidak ada objek yang dipilih,Nessun oggetto selezionato,選択済みのオブジェクトなし,선택된 개체가 없습니다,Nie zaznaczono obiektów,Nenhum objeto selecionado,Объекты не выбраны,ไม่มีวัตถุที่เลือก,Seçili nesne yok,Không chọn đối tượng nào,未选取对象,未选取对象,未選取物件
Studio.PivotEditor.Notification.MultipleSelection,,,Multiple objects selected,Multiple objects selected,تم تحديد كائنات متعددة,Mehrere Objekte ausgewählt,Múltiples objetos seleccionados,Plusieurs objets sélectionnés,कई ऑब्जेक्ट चुने गए,Beberapa objek dipilih,Molteplici oggetti selezionati,複数のオブジェクトが選択済み,여러 개체가 선택되었습니다,Zaznaczono wiele obiektów,Múltiplos objetos selecionados,Выбрано несколько объектов,เลือกวัตถุหลายรายการแล้ว,Birden fazla nesne seçildi,Đã chọn nhiều đối tượng,已选取多个物件,已选取多个物件,已選取多個物件
Studio.PivotEditor.Notification.InvalidTarget,,,Object does not have a pivot,Object does not have a pivot,لا يحتوي الكائن على محور,Objekt hat keinen Drehpunkt,El objeto no tiene pivote,L'objet n'a pas de pivot,ऑब्जेक्ट का पिवट नहीं है,Objek tidak memiliki pivot,L'oggetto non ha un pivot,オブジェクトにピボットがありません,개체에 피벗이 없습니다,Obiekt nie ma punktu obrotu,O objeto não tem um pivô,,วัตถุไม่มีจุดหมุน,Nesnenin ekseni yok,Đối tượng không có điểm xoay,对象没有枢轴,对象没有枢轴,物件沒有軸點
