Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.PlaceVersionHistory.Label.PlaceVersionHistory,,,Place Version History,Place Version History,سجل إصدارات المكان,Orts-Versionsverlauf,Historal de versión del lugar,Historique de la version de lieu,प्लेस वर्ज़न हिस्ट्री,Histori Versi Tempat,Cronologia versioni località,プレースのバージョン履歴,플레이스 버전 기록,Historia wersji miejsca,Página do histórico de versão do local,,ประวัติเวอร์ชันสถานที่,Dünya Sürüm Geçmişi,Lịch Sử Phiên Bản Địa Điểm,场景版本历史记录,场景版本历史记录,地點版本歷史紀錄
Studio.PlaceVersionHistory.VersionHistory,,,Version History,Version History,سجل الإصدارات,Versionsverlauf,Historial de la versión,Historique de la version,वर्ज़न हिस्ट्री,Riwayat Versi,Cronologia versioni,バージョン履歴,버전 기록,Historia wersji,Histórico da versão,,ประวัติเวอร์ชัน,Sürüm Geçmişi,Lịch sử phiên bản,,,版本歷史紀錄
Studio.PlaceVersionHistory.Label.VersionHistory,,,Version History,Version History,سجل الإصدارات,Versionsverlauf,Historial de la versión,Historique de la version,वर्ज़न हिस्ट्री,Riwayat Versi,Cronologia versioni,バージョン履歴,버전 기록,Historia wersji,Histórico da versão,,ประวัติเวอร์ชัน,Sürüm Geçmişi,Lịch sử phiên bản,版本历史记录,版本历史记录,版本歷史紀錄
Studio.PlaceVersionHistory.Error.VersionNotesFailedToSave,,,Failed to save your place version notes. Please try again.,Failed to save your place version notes. Please try again.,,Deine Notizen zur Ortsversion konnten nicht gespeichert werden. Bitte versuche es erneut.,,,आपके प्लेस के वर्ज़न नोट सेव नहीं किए जा सके. कृपया फिर से कोशिश करें.,Gagal menyimpan catatan versi tempatmu. Coba lagi.,Impossibile salvare le note sulla versione del posto. Riprova.,,,Nie udało się zapisać notatek dotyczących wersji miejsca. Spróbuj ponownie.,,,บันทึกคำอธิบายเวอร์ชันสถานที่ของคุณไม่สำเร็จ โปรดลองอีกครั้ง,Dünya sürüm notların kaydedilemedi. Lütfen tekrar dene.,Không thể lưu ghi chú phiên bản của địa điểm của bạn. Vui lòng thử lại.,,,無法儲存你的地點版本備註，請再試一次。
