Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.PlayerEmulator.Meta.PluginTitle,,,Player Emulator,Player Emulator,محاكي اللاعب,Spieler-Emulator,Emulador del jugador,Émulateur de jeu,प्लेयर एम्युलेटर,Emulator Pemain,Emulatore giocatore,プレイヤー仮想化機能,플레이어 에뮬레이터,Emulator gracza,Emulador de jogador,Эмулятор игрока,อีมูเลเตอร์ผู้เล่น,Oyuncu Öykünücüsü,Trình Giả Lập Người Chơi,玩家模拟器,玩家模拟器,玩家模擬器
Studio.PlayerEmulator.MainSwitchSection.LabelText,,,Enable Test Profile,Enable Test Profile,تمكين اختبار الملف الشخصي,Testprofil aktivieren,Activar perfil de prueba,Activer le profil du test,टेस्ट प्रोफ़ाइल चालू करें,Aktifkan Profil Tes,Abilita profilo test,テストプロフィールを有効化,테스트 프로필 활성화,Włącz profil testowy,Ativar perfil de teste,Включить тестовый профиль,เปิดใช้งานโปรไฟล์การทดสอบ,Test profilini etkinleştir,Bật Hồ Sơ Thử Nghiệm,启用测试配置文件,启用测试配置文件,啟用測試玩家
Studio.PlayerEmulator.LanguageSection.LabelText,,,Locale,Locale,اللغة,Sprache,Idioma,Locale,लोकेल,Bahasa,Locale,地域,로캘,Ustawienia regionalne,Idioma,Местные настройки,ภาษา,Yerel,Ngôn Ngữ,区域设置,区域设置,地區
Studio.PlayerEmulator.LanguageSection.CustomLanguageDisplayText,,,(Custom),(Custom),(مخصص),(Benutzerdefiniert),(Personalizado),(Personnalisé),(कस्टम करें),(Kustom),(Personalizzato),（カスタム）,(사용자 정의),(Niestandardowe),(Personalizar),(Пользовательские),(กำหนดเอง),(Özel),(Tùy Chỉnh),（自定义）,（自定义）,（自訂）
Studio.PlayerEmulator.LanguageSection.InstructionText,,,Cloud table will fetch translations for %s (%s),Cloud table will fetch translations for %s (%s),سيجلب جدول السحابة الترجمات لـ %s (%s),Cloud-Tabelle ruft Übersetzungen für %s (%s) ab,La tabla en la nube recuperará las traducciones para %s (%s),Le tableau cloud ira récupérer les traductions pour %s (%s),क्लाउड टेबल %s (%s) के लिए अनुवाद लाएगी,Tabel cloud akan mengambil terjemahan untuk %s (%s),La tabella del cloud troverà le traduzioni per %s (%s),クラウドテーブルは %s (%s) で翻訳を取得します,클라우드 테이블이 %s(%s)에 대한 번역을 가져옵니다,Tabela w chmurze pobierze tłumaczenia dla: %s (%s),A tabela na nuvem irá obter traduções para %s (%s),%s (%s): в облачной таблице будет найден перевод,ตารางคลาวด์จะดึงคำแปลสำหรับ %s (%s),Bulut tablosu %s için çeviri getirecek (%s),Bảng đám mây sẽ tìm nạp bản dịch cho %s (%s),云表格将提取 %s （%s） 的翻译文档,云表格将提取 %s （%s） 的翻译文档,雲端表格將會擷取 %s（%s）的翻譯
Studio.PlayerEmulator.CountryRegionSection.LabelText,,,Region,Region,المنطقة,Region,Región,Région,इलाका,Wilayah,Area,地域,지역,Region,Região,Район,ภูมิภาค,Bölge,Khu Vực,区域,区域,區域
Studio.PlayerEmulator.CustomPolicySwitchSection.LabelText,,,Enable Custom Policies,Enable Custom Policies,تمكين السياسات المخصصة,Benutzerdefinierte Richtlinien aktivieren,Permitir políticas personalizadas,Activer les politiques personnalisées,कस्टम पॉलिसी चालू करें,Aktifkan Kebijakan Kustom,Abilità politiche personalizzate,カスタムポリシーを有効化,사용자 정의 정책 활성화,Włącz polityki niestandardowe,Permitir políticas personalizadas,,เปิดใช้งานนโยบายแบบกำหนดเอง,Özel politikaları etkinleştir,Bật Chính Sách Tùy Chỉnh,启用自定义政策,启用自定义政策,啟用自訂政策
Studio.PlayerEmulator.LanguageSection.PseudolocalizationLabelText,,,Pseudolocalize,Pseudolocalize,التموضع الزائف,Pseudolokalisieren,Pseudolocalizar,Pseudolocaliser,Pseudolocalize,Pseudolocalize,Pseudolocalizza,擬似ローカライズ,모의 현지화,Pseudolokalizacja,Pseudolocalizar,,การแปลเสมือน,Sözde Yerelleştirme,Giả Nội Địa Hóa,伪本地化,伪本地化,偽在地化
