Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.LiveSync.ResumeSyncConflictsDetectedM3,,,Studio did not resume syncing %1 instance(s) because their contents do not match the files on disk. You can resume them manually in the context menu. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio did not resume syncing %1 instance(s) because their contents do not match the files on disk. You can resume them manually in the context menu. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,,"Studio hat die Synchronisierung von %1 Instanz(en) nicht fortgesetzt, weil deren Inhalt nicht mit den Dateien auf der Festplatte übereinstimmt. Du kannst sie manuell im Kontextmenü fortsetzen. Du kannst dieses Verhalten in Studio unter ""Einstellungen > Skriptsynchronisierung > Konfliktbehaftete Synchronisierung beim Öffnen fortsetzen"" ändern.",,,"Studio ने %1 स्क्रिप्ट (स्क्रिप्ट्स) को फिर से सिंक करना शुरू नहीं किया, क्योंकि उनका कॉन्टेंट डिस्क पर मौजूद फ़ाइलों से मैच नहीं करता है. उन पर राइट क्लिक करके उन्हें मैन्युअल तरीके से फिर से शुरू किया जा सकता है. इस बिहेवियर को Studio सेटिंग > स्क्रिप्ट सिंक > 'प्लेस ओपन पर कॉन्फ़्लिक्ट वाले सिंक को फिर से शुरू करें' पर जाकर बदला जा सकता है",Studio tidak melanjutkan sinkronisasi %1 instance karena kontennya tidak cocok dengan file di disk. Kamu dapat melanjutkannya secara manual di menu konteks. Kamu dapat mengubah perilaku ini di Pengaturan Studio > Sinkronisasi Skrip > Lanjutkan sinkronisasi yang bertentangan di tempat yang terbuka,"Studio non ha ripreso la sincronizzazione di %1 istanza/e perché il loro contenuto non corrisponde ai file sul disco. Puoi riprenderli manualmente nel menu contestuale. Per modificare questa azione, vai in Impostazioni Studio > Sincronizzazione script > Riprendi la sincronizzazione in conflitto a istanza avviata",,인스턴스 %1개의 내용이 디스크의 파일과 일치하지 않아서 Studio가 동기화를 재시작하지 못했습니다. 콘텍스트 메뉴에서 수동으로 재시작할 수 있습니다. 이 동작은 Studio 설정 > 스크립트 동기화 > 열린 플레이스의 충돌 문제에 대한 동기화 재개에서 변경할 수 있습니다,"Studio nie wznowiło synchronizacji instancji (%1), ponieważ ich zawartość nie odpowiada plikom na dysku. Możesz wznowić je ręcznie w menu kontekstowym. Możesz zmienić to ustawienie w: Ustawienia Studio > Synchronizacja skryptów > Wznów konfliktową synchronizację przy otwieraniu miejsca",,,Studio ไม่ได้ซิงค์อินสแตนซ์ %1 รายการต่อ เนื่องจากเนื้อหาไม่ตรงกับไฟล์บนดิสก์ คุณสามารถซิงค์ต่อได้ด้วยตนเองในเมนูบริบท และเปลี่ยนลักษณะการทำงานนี้ได้ในการตั้งค่า Studio > การซิงค์สคริปต์ > ดำเนินการซิงค์ที่ขัดแย้งต่อเมื่อเปิดสถานที่,İçeriğin sürücüdeki dosyalarla eşleşmemesi sebebiyle Studio %1 örneği senkronize etmeye devam etmedi. Bağlam menüsünü kullanarak senkronizasyonu manuel olarak devam ettirebilirsin. Bu tercihi Studio Ayarları > Komut Dosyası Senkronizasyonu > Açık yerdeki çakışan senkronizasyonu devam ettir bölümünden değiştirebilirsin.,Studio đã không tiếp tục đồng bộ %1 trường hợp vì nội dung không khớp với các tệp trên ổ đĩa. Bạn có thể tiếp tục đồng bộ thủ công trong menu ngữ cảnh. Bạn có thể thay đổi hành vi này trong: Cài đặt studio > Đồng bộ tập lệnh > Tiếp tục đồng bộ khi có xung đột lúc mở địa điểm,,,由於內容與磁碟上的檔案不匹配，Studio 未恢復同步 %1 個個體。你可以在右鍵選單中手動將其恢復。透過以下方式可變更此行為：前往「Studio 設定」>「指令碼同步」> 在開啟位置恢復衝突的同步項目
Studio.LiveSync.ResumeSyncOverwriteFilesM3,,,Studio is overwriting %1 synced hierarchies on disk when restarting to match the current contents in the DM. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio is overwriting %1 synced hierarchies on disk when restarting to match the current contents in the DM. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,,"Studio überschreibt beim Neustart %1 synchronisierte Hierarchie(n) auf der Festplatte, um sie an den aktuellen Inhalt im DM anzupassen. Du kannst das in Studio unter ""Einstellungen > Skriptsynchronisierung > Konfliktbehaftete Synchronisierung beim Öffnen fortsetzen"" ändern.",,,"DM में मौजूदा स्क्रिप्ट के कॉन्टेंट को मैच करने के लिए रीस्टार्ट करते समय Studio, %1 सिंक की गई हायार्कि को ओवरराइट कर रहा है. इस बिहेवियर को Studio सेटिंग > स्क्रिप्ट सिंक > 'प्लेस ओपन पर कॉन्फ़्लिक्ट वाले सिंक को फिर से शुरू करें' पर जाकर बदला जा सकता है",Studio menimpa %1 hierarki yang disinkronkan di disk saat memulai ulang agar cocok dengan konten skrip saat ini di DM. Kamu dapat mengubah perilaku ini di Pengaturan Studio > Sinkronisasi Skrip > Lanjutkan sinkronisasi yang bertentangan di tempat yang terbuka,"Al riavvio, Studio sovrascriverà %1 gerarchie sincronizzate su disco per adattarle al contenuto corrente nel DM. È possibile modificare questa azione in Impostazioni Studio > Sincronizzazione script > Riprendi la sincronizzazione in conflitto a istanza avviata",,Studio를 다시 시작할 때 DM의 현재 내용과 일치하도록 디스크에 있는 %1개의 동기화된 계층을 덮어쓰고 있습니다. Studio 설정 > 스크립트 동기화 > 열린 플레이스의 충돌 문제에 대한 동기화 재개에서 이 동작을 변경할 수 있습니다,"Studio nadpisuje zsynchronizowane hierarchie na dysku (%1) podczas ponownego uruchamiania, aby dopasować je do bieżącej zawartości w DM. Możesz zmienić to ustawienie w: Ustawienia Studio > Synchronizacja skryptów > Wznów konfliktową synchronizację przy otwieraniu miejsca",,,Studio กำลังเขียนทับลำดับชั้นที่ซิงค์แล้ว %1 รายการบนดิสก์เมื่อรีสตาร์ท เพื่อให้ตรงกับเนื้อหาปัจจุบันใน DM คุณสามารถเปลี่ยนลักษณะการทำงานนี้ได้ในการตั้งค่า Studio > การซิงค์สคริปต์ > ดำเนินการซิงค์ที่ขัดแย้งต่อเมื่อเปิดสถานที่,"Yeniden başlama sırasında, veri modelindeki (DM) mevcut içerikle eşleşme sağlamak için Studio, sürücüdeki senronize edilmiş %1 hiyerarşinin üzerine yazıyor. Bu tercihi Studio Ayarları > Komut Dosyası Senkronizasyonu > Açık yerdeki çakışan senkronizasyonu devam ettir bölümünden değiştirebilirsin.",Studio đang ghi đè lên %1 cấu trúc phân cấp đã đồng bộ khi khởi động lại để khớp với nội dung hiện tại trên DM. Bạn có thể thay đổi hành vi này trong: Cài đặt studio > Đồng bộ tập lệnh > Tiếp tục đồng bộ khi có xung đột lúc mở địa điểm,,,重新啟動時，Studio 會在磁碟上覆寫 %1 個已同步的階層，以便與 DM 中目前的內容匹配。透過以下方式可變更此行為：前往「Studio 設定」>「指令碼同步」> 在開啟位置恢復衝突的同步項目
Studio.LiveSync.ResumeSyncOverwriteScriptsM3,,,Studio is overwriting %1 synced hierarchies in the DM when restarting to match the current contents in the disk. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,Studio is overwriting %1 synced hierarchies in the DM when restarting to match the current contents in the disk. You can change this behavior in Studio Settings > Script Sync > Resume conflicted sync on place open,,"Studio überschreibt beim Neustart %1 synchronisierte Hierarchie(n) im DM, um sie an den aktuellen Inhalt auf der Festplatte anzupassen. Du kannst das in Studio unter ""Einstellungen > Skriptsynchronisierung > Konfliktbehaftete Synchronisierung beim Öffnen fortsetzen"" ändern.",,,"डिस्क में मौजूदा कॉन्टेंट को मैच करने के लिए रीस्टार्ट करते समय Studio, DM में %1 सिंक की गई हायार्कि को ओवरराइट कर रहा है. इस बिहेवियर को Studio सेटिंग > स्क्रिप्ट सिंक > 'प्लेस ओपन पर कॉन्फ़्लिक्ट वाले सिंक को फिर से शुरू करें' पर जाकर बदला जा सकता है",Studio menimpa %1 hierarki yang disinkronkan di DM saat memulai ulang agar cocok dengan konten saat ini di disk. Kamu dapat mengubah perilaku ini di Pengaturan Studio > Sinkronisasi Skrip > Lanjutkan sinkronisasi yang bertentangan di tempat yang terbuka,"Al riavvio, Studio sovrascriverà %1 gerarchie sincronizzate nel DM per adattarle al contenuto corrente nel disco. È possibile modificare questa azione in Impostazioni Studio > Sincronizzazione script > Riprendi la sincronizzazione in conflitto a istanza avviata",,Studio를 다시 시작할 때 디스크의 현재 내용과 일치하도록 DM에 있는 %1개의 동기화된 계층을 덮어쓰고 있습니다. Studio 설정 > 스크립트 동기화 > 열린 플레이스의 충돌 문제에 대한 동기화 재개에서 이 동작을 변경할 수 있습니다,"Studio nadpisuje zsynchronizowane hierarchie w DM (%1) podczas ponownego uruchamiania, aby dopasować je do bieżącej zawartości na dysku. Możesz zmienić to ustawienie w: Ustawienia Studio > Synchronizacja skryptów > Wznów konfliktową synchronizację przy otwieraniu miejsca",,,Studio กำลังเขียนทับลำดับชั้นที่ซิงค์แล้ว %1 รายการใน DM เมื่อรีสตาร์ท เพื่อให้ตรงกับเนื้อหาปัจจุบันในดิสก์ คุณสามารถเปลี่ยนลักษณะการทำงานนี้ได้ในการตั้งค่า Studio > การซิงค์สคริปต์ > ดำเนินการซิงค์ที่ขัดแย้งต่อเมื่อเปิดสถานที่,"Yeniden başlama sırasında, diskteki mevcut içerikle eşleşme sağlamak için Studio, veri modelindeki (DM) senkronize edilmiş %1 hiyerarşinin üzerine yazıyor. Bu tercihi Studio Ayarları > Komut Dosyası Senkronizasyonu > Açık yerdeki çakışan senkronizasyonu devam ettir bölümünden değiştirebilirsin.",Studio đang ghi đè lên %1 cấu trúc phân cấp đã đồng bộ trong DM khi khởi động lại để khớp với nội dung hiện tại trong ổ đĩa. Bạn có thể thay đổi hành vi này trong: Cài đặt studio > Đồng bộ tập lệnh > Tiếp tục đồng bộ khi có xung đột lúc mở địa điểm,,,重新啟動時，Studio 會覆寫 DM 中 %1 個已同步的階層，以便與磁碟中的目前內容匹配。透過以下方式可變更此行為：前往「Studio 設定」>「指令碼同步」> 在開啟位置恢復衝突的同步項目
Studio.LiveSync.ShowInFolder.RevealInFinder,,,Reveal in Finder,Reveal in Finder,,Im Finder anzeigen,,,फ़ाइंडर में दिखाएँ,Umumkan di Finder,Mostra in Esplora,,Finder에 표시,Pokaż w Finderze,,,แสดงในตัวค้นหา,Finder'da Belirginleştir,Hiển thị trong Finder,,,在 Finder 中顯示
Studio.LiveSync.ShowInFolder.ShowInDisk,,,Show in Disk,Show in Disk,,Auf der Festplatte anzeigen,,,डिस्क में दिखाएँ,Tampilkan di Disk,Mostra sul disco,,디스크에서 보기,Pokaż na dysku,,,แสดงในดิสก์,Sürücüde Göster,Hiển thị trong thư mục,,,在磁碟中顯示
Studio.LiveSync.RootPathDeletedError,,,Can't sync %1 to disk: Root file or folder is missing,Can't sync %1 to disk: Root file or folder is missing,,%1 kann nicht mit der Festplatte synchronisiert werden: Stammdatei oder Ordner fehlt,,,%1 को डिस्क से सिंक नहीं किया जा सकता : रूट फ़ाइल या फ़ोल्डर मौजूद नहीं है,Tidak dapat menyinkronkan %1 ke disk: File atau folder root tidak ada,Impossibile sincronizzare %1 sul disco: file o cartella di origine mancante,,디스크에 %1을(를) 동기화할 수 없음: 루트 파일 또는 폴더가 누락되었습니다,Nie można zsynchronizować %1 z dyskiem: brakuje pliku lub folderu głównego,,,ไม่สามารถซิงค์ %1 ไปยังดิสก์: ไม่พบไฟล์หรือโฟลเดอร์ส่วนหลัก,"%1, sürücüye aktarılamıyor: Kök dosya veya klasör eksik",Không thể đồng bộ %1 vào ổ đĩa: Tệp hoặc thư mục gốc bị thiếu,,,無法將 %1 同步至磁碟：缺少根檔案或資料夾
Studio.LiveSync.WarningAddedImcompatibleInstance,,,Instance '%1' is incompatible and will not be synced.,Instance '%1' is incompatible and will not be synced.,,"Instanz ""%1"" ist nicht kompatibel und wird nicht synchronisiert.",,,इंस्टैंस '%1' कंपैटिबल नहीं है और इसे सिंक नहीं किया जा सकता.,Instance '%1' tidak kompatibel dan tidak akan disinkronkan.,"L'istanza ""%1"" non è compatibile e non verrà sincronizzata.",,인스턴스 '%1'이(가) 호환되지 않으며 동기화도 진행되지 않습니다.,Instancja „%1” jest niekompatybilna i nie zostanie zsynchronizowana.,,,อินสแตนซ์ '%1' ไม่เข้ากันและจะไม่ถูกซิงค์,"""%1"" örneği uyumsuz ve senkronize edilmeyecek.","Trường hợp ""%"" không tương thích và sẽ không được đồng bộ.",,,個體「%1」不相容，因此不會同步。
Studio.LiveSync.WarningHierarchyBecomeIgnored,,,Syncing stopped for '%1' and its descendants: Parent instance '%2' has an incompatible type.,Syncing stopped for '%1' and its descendants: Parent instance '%2' has an incompatible type.,,"Die Synchronisierung für ""%1"" und seine Nachfolger wurde angehalten: Die übergeordnete Instanz ""%2"" hat einen inkompatiblen Typ.",,,'%1' और उसके डिसेंडेंट के लिए सिंक करने की सुविधा बंद कर दी गई है : पेरेंट इंस्टैंस '%2' में मौजूद टाइप कंपैटिबल नहीं है.,Sinkronisasi dihentikan untuk '%1' dan descendant-nya: Instance induk '%2' memiliki tipe yang tidak kompatibel.,"Sincronizzazione interrotta per ""%1"" e i suoi discendenti: l'istanza principale ""%2"" è di un tipo incompatibile.",,'%1' 및 그 하위 항목에 대한 동기화가 중단됨: 상위 항목 인스턴스 '%2'의 유형이 호환되지 않습니다.,Synchronizacja została zatrzymana dla „%1” i jego elementów podrzędnych: instancja nadrzędna „%2” ma niekompatybilny typ.,,,มีการหยุดการซิงค์ '%1' และ Descendant: อินสแตนซ์หลัก '%2' มีประเภทที่ไม่เข้ากัน,"""%1"" ve alt seviyelerindeki öğeler için eşitleme durduruldu: Bir üst seviyedeki örnek ""%2"", uyumsuz bir türde.","Đã dừng đồng bộ cho ""%1"" và các mục con của nó: Trường hợp cha ""%2"" có loại không tương thích.",,,已停止同步處理「%1」及其後代：父元素個體「%2」的類型不相容。
Studio.LiveSync.WarningPathHierarchyMismatch,,,The selected path '%1' doesn't match hierarchy '%2'. Ensure this is the correct target.,The selected path '%1' doesn't match hierarchy '%2'. Ensure this is the correct target.,,"Der ausgewählte Pfad ""%1"" stimmt nicht mit der Hierarchie ""%2"" überein. Stelle sicher, dass dies das richtige Ziel ist.",,,"चुना गया पाथ '%1', हायार्कि '%2' से मैच नहीं करता है. पक्का करें कि यह सही टार्गेट है.",Jalur yang dipilih '%1' tidak cocok dengan hierarki '%2'. Pastikan ini adalah target yang benar.,Il percorso selezionato '%1' non corrisponde alla gerarchia '%2'. Assicurati che questa sia la destinazione corretta.,,선택한 경로 '%1'이(가) 계층 '%2'와(과) 일치하지 않습니다. 대상이 올바른지 확인해 주세요.,"Wybrana ścieżka „%1” nie pasuje do hierarchii „%2”. Upewnij się, że to właściwy cel.",,,เส้นทาง '%1' ที่เลือกไม่ตรงกับลำดับชั้น '%2' โปรดตรวจสอบให้แน่ใจว่าเป้าหมายนี้ถูกต้อง,"Seçilen ""%1"" yolu, ""%2"" hiyerarşisiyle eşleşmiyor. Bunun doğru hedef olduğundan emin olun.","Đường dẫn ""%1"" đã chọn không khớp với cấu trúc phân cấp ""%2"". Hãy chắc chắn rằng đây là mục tiêu chính xác.",,,所選路徑「%1」與層級「%2」不匹配。請確認此為正確目標。
Studio.LiveSync.ErrorDeletingIgnoredChildren,,,Can't sync %1 to the disk: Instance with unsupported children was moved or deleted on disk,Can't sync %1 to the disk: Instance with unsupported children was moved or deleted on disk,,%1 kann nicht mit der Festplatte synchronisiert werden: Die Instanz mit nicht unterstützten untergeordneten Elementen wurde auf der Festplatte verschoben oder gelöscht.,,,%1 को डिस्क से सिंक नहीं किया जा सकता : इंस्टैंस में किसी ऑब्जेक्ट के अंतर्गत आने वाला दूसरा ऑब्जेक्ट अनसपोर्टेड था और उसे डिस्क पर मूव या डिलीट कर दिया गया,Tidak dapat menyinkronkan %1 ke disk: Instance dengan isi yang tidak didukung dipindahkan atau dihapus di disk,Impossibile sincronizzare %1 sul disco: l'istanza con elementi figli non supportati è stata spostata o eliminata dal disco,,디스크에 %1을(를) 동기화할 수 없음: 지원되지 않는 하위 항목이 포함된 인스턴스가 디스크에서 이동되었거나 삭제되었습니다,Nie można zsynchronizować %1 z dyskiem: instancja z nieobsługiwanymi elementami podrzędnymi została przeniesiona lub usunięta na dysku,,,ไม่สามารถซิงค์ %1 ไปยังดิสก์: อินสแตนซ์ที่มีส่วนรองที่ไม่รองรับถูกย้ายหรือลบออกจากดิสก์,"%1, sürücüye aktarılamıyor: Desteklenmeyen alt öğelere sahip örnek, sürücüde taşınmış veya silinmiş",Không thể đồng bộ %1 vào ổ đĩa: Trường hợp chứa các mục con không được hỗ trợ đã bị di chuyển hoặc xóa trên ổ đĩa,,,無法將 %1 同步至磁碟：具有不支援子元素的個體已在磁碟上遭移動或刪除
Studio.LiveSync.ErrorDeletingUnsupportedProperties,,,Can't sync %1 to the disk: Instance with unsupported properties was moved or deleted on disk,Can't sync %1 to the disk: Instance with unsupported properties was moved or deleted on disk,,%1 kann nicht mit der Festplatte synchronisiert werden: Die Instanz mit nicht unterstützten Eigenschaften wurde auf der Festplatte verschoben oder gelöscht.,,,%1 को डिस्क से सिंक नहीं किया जा सकता : अनसपोर्टेड प्रॉपर्टी वाले इंस्टैंस को डिस्क पर मूव या डिलीट किया गया,Tidak dapat menyinkronkan %1 ke disk: Instance dengan properti yang tidak didukung dipindahkan atau dihapus di disk,Impossibile sincronizzare %1 sul disco: l'istanza con proprietà non supportate è stata spostata o eliminata dal disco,,디스크에 %1을(를) 동기화할 수 없음: 지원되지 않는 속성이 포함된 인스턴스가 디스크에서 이동되었거나 삭제되었습니다,Nie można zsynchronizować %1 z dyskiem: instancja z nieobsługiwanymi właściwościami została przeniesiona lub usunięta na dysku,,,ไม่สามารถซิงค์ %1 ไปยังดิสก์: อินสแตนซ์ที่มีคุณสมบัติที่ไม่รองรับถูกย้ายหรือลบออกจากดิสก์,"%1, sürücüye aktarılamıyor: Desteklenmeyen özelliklere sahip örnek, sürücüde taşınmış veya silinmiş",Không thể đồng bộ %1 vào ổ đĩa: Trường hợp chứa các thuộc tính không được hỗ trợ đã bị di chuyển hoặc xóa trên ổ đĩa,,,無法將 %1 同步至磁碟：具有不支援屬性的個體已在磁碟上遭移動或刪除
Studio.LiveSync.WarningLuaFilesNotSupported,,,"Can't sync '%1': .lua files are currently not supported, please use the .luau extension","Can't sync '%1': .lua files are currently not supported, please use the .luau extension",,"%1 kann nicht synchronisiert werden: .lua-Dateien werden derzeit nicht unterstützt, bitte verwende die Erweiterung .luau",,,"'%1' को सिंक नहीं किया जा सकता : .lua फ़ाइलें फ़िलहाल सपोर्टेड नहीं हैं, कृपया .luau एक्सटेंशन का इस्तेमाल करें","Tidak dapat menyinkronkan '%1': file .lua saat ini tidak didukung, harap gunakan ekstensi .luau","Impossibile sincronizzare ""%1"": i file .lua non sono attualmente supportati, utilizza l'estensione .luau",,"%1을(를) 동기화할 수 없음: .lua 파일이 현재 지원되지 않으므로, .luau 확장자를 사용해 주세요","Nie można zsynchronizować „%1”: pliki .lua nie są obecnie obsługiwane, użyj rozszerzenia .luau",,,ไม่สามารถซิงค์ '%1': ยังไม่รองรับไฟล์ .lua โปรดใช้ไฟล์นามสกุล .luau,"""%1"", senkronize edilemiyor: .lua dosyaları şu anda desteklenmiyor, lütfen .luau uzantısını kullan","Không thể đồng bộ ""%1"": Tệp .lua hiện không được hỗ trợ, vui lòng sử dụng phần mở rộng .luau",,,無法同步「%1」：目前不支援 .lua 檔案，請使用 .luau 副檔名
Studio.LiveSync.ErrorTotalSyncInstanceLimitExceeded,,,Can't sync %1 to disk: Total number of syncing instances exceeded (%2),Can't sync %1 to disk: Total number of syncing instances exceeded (%2),,%1 kann nicht mit der Festplatte synchronisiert werden: Die Gesamtzahl der Synchronisierungsinstanzen wurde überschritten (%2).,,,%1 को डिस्क से सिंक नहीं किया जा सकता : सिंक किए गए इंस्टैंस की कुल संख्या (%2) से ज़्यादा हो गई है,Tidak dapat menyinkronkan %1 ke disk: Jumlah total instance yang disinkronkan melebihi (%2),Impossibile sincronizzare %1 sul disco: numero totale di istanze di sincronizzazione superato (%2),,디스크에 %1을(를) 동기화할 수 없음: 동기화 중인 인스턴스 총수를 초과했습니다(%2),Nie można zsynchronizować %1 z dyskiem: przekroczono całkowitą liczbę synchronizowanych instancji (%2),,,ไม่สามารถซิงค์ %1 ไปยังดิสก์: จำนวนอินสแตนซ์ที่ซิงค์ทั้งหมดเกิน (%2),"%1, sürücüye aktarılamıyor: Senkronizasyon için toplam örnek sayısı, (%2) sınırını aştı",Không thể đồng bộ %1 vào ổ đĩa: Vượt quá tổng số trường hợp được phép đồng bộ (%2),,,無法將 %1 同步至磁碟：已超過同步個體的總數 (%2)
Studio.LiveSync.SymlinkNotSupportedError,,,Can't sync %1 to disk: Symlinks are not supported,Can't sync %1 to disk: Symlinks are not supported,,%1 kann nicht mit der Festplatte synchronisiert werden: Symlinks werden nicht unterstützt.,,,%1 को डिस्क से सिंक नहीं किया जा सकता : Symlinks काम नहीं करते हैं,Tidak dapat menyinkronkan %1 ke disk: Symlink tidak didukung,Impossibile sincronizzare %1 sul disco: i collegamenti simbolici non sono supportati,,디스크에 %1을(를) 동기화할 수 없음: 심볼릭 링크가 지원되지 않습니다,Nie można zsynchronizować %1 z dyskiem: dowiązania symboliczne nie są obsługiwane,,,ไม่สามารถซิงค์ %1 ไปยังดิสก์: ไม่รองรับ Symlinks,"%1, sürücüye aktarılamıyor: Sembolik bağlantılar desteklenmiyor",Không thể đồng bộ %1 vào ổ đĩa: Không hỗ trợ liên kết tượng trưng,,,無法將 %1 同步至磁碟：不支援 Symlinks
Studio.LiveSync.DeleteFolderButton,,,Delete Folder(s),Delete Folder(s),,Ordner löschen,,,फ़ोल्डर (फ़ोल्डर्स) को डिलीट करें,Hapus Folder,Elimina cartella/e,,폴더 삭제,Usuń folder(y),,,ลบโฟลเดอร์,Klasörü/Klasörleri Sil,Xóa thư mục,,,刪除資料夾
Studio.LiveSync.KeepLocalAfterSync,,,Keep local files/directories after sync,Keep local files/directories after sync,,Lokale Dateien/Verzeichnisse nach der Synchronisierung beibehalten,,,सिंक होने के बाद लोकल फ़ाइलें/डायरेक्ट्री बनाए रखें,Simpan file/direktori lokal setelah sinkronisasi,Mantieni file/directory locali dopo la sincronizzazione,,동기화 후 로컬 파일/디렉터리 유지,Zachowaj lokalne pliki/katalogi po synchronizacji,,,เก็บไฟล์/ไดเรกทอรีในเครื่องหลังจากซิงค์,Eşitlemeden sonra yerel dosyaları/dizinleri tut,Giữ lại các tệp/thư mục trên máy sau khi đồng bộ,,,同步後保留本機檔案／目錄
Studio.LiveSync.ErrorDuringSyncWithCode,,,Can't sync %1 to disk: Error during sync (code %2),Can't sync %1 to disk: Error during sync (code %2),,%1 kann nicht mit der Festplatte synchronisiert werden: Fehler beim Synchronisieren (Code: %2),,,%1 को डिस्क से सिंक नहीं किया जा सकता : सिंक (कोड %2) के दौरान गड़बड़ी हुई,Tidak dapat menyinkronkan %1 ke disk: Kesalahan saat sinkronisasi (code %2),Impossibile sincronizzare %1 sul disco: errore durante la sincronizzazione (codice %2),,디스크에 %1을(를) 동기화할 수 없음: 동기화 중 오류가 발생했습니다(코드 %2),Nie można zsynchronizować %1 z dyskiem: błąd podczas synchronizacji (code %2),,,ไม่สามารถซิงค์ %1 ไปยังดิสก์: เกิดข้อผิดพลาดระหว่างซิงค์ (รหัส %2),"%1, sürücüye aktarılamıyor: Senkronizasyon sırasında hata oluştu (kod %2)",Không thể đồng bộ %1 vào ổ đĩa: Đã xảy ra lỗi trong quá trình đồng bộ (mã %2),,,無法將 %1 同步至磁碟：同步期間發生錯誤 (代碼 %2)
Studio.LiveSync.StudioStreamingNotSupported,,,Can't sync %1 to disk: Syncing under Workspace is not supported while Studio Streaming is enabled,Can't sync %1 to disk: Syncing under Workspace is not supported while Studio Streaming is enabled,,"%1 kann nicht mit der Festplatte synchronisiert werden: Die Synchronisierung im Arbeitsbereich wird nicht unterstützt, wenn Studio Streaming aktiviert ist",,,%1 को डिस्क से सिंक नहीं किया जा सकता : Studio स्ट्रीमिंग चालू रहने के दौरान Workspace के तहत सिंक नहीं किया जा सकता,Tidak dapat menyinkronkan %1 ke disk: Penyinkronan di Workspace tidak didukung saat Streaming Studio diaktifkan,Impossibile sincronizzare %1 sul disco: la sincronizzazione in Workspace non è supportata mentre Studio Streaming è abilitato,,디스크에 %1을(를) 동기화할 수 없음: Studio 스트리밍이 활성화된 상태에선 작업 공간에서의 동기화가 지원되지 않습니다,"Nie można zsynchronizować %1 z dyskiem: synchronizacja w obszarze roboczym nie jest obsługiwana, gdy włączone jest strumieniowanie w Studio",,,ไม่สามารถซิงค์ %1 ไปยังดิสก์: ไม่รองรับการซิงค์ภายใต้ Workspace ขณะเปิดใช้งานการสตรีม Studio,"%1, sürücüye aktarılamıyor: Studio'da Veri Akışı etkinleştirilmişse Çalışma alanı altında senkronizasyon desteklenmez",Không thể đồng bộ %1 vào ổ đĩa: Không hỗ trợ đồng bộ trong Không gian làm việc khi tính năng Phát trực tuyến studio đang bật,,,無法將 %1 同步至磁碟：啟用 Studio Streaming 時，不支援在工作區之下進行同步
Studio.LiveSync.ErrorFromPreviousSession,,,Error from previous session -,Error from previous session -,,Fehler aus vorheriger Sitzung –,,,पिछले सेशन की गड़बड़ी -,Kesalahan dari sesi sebelumnya -,Errore dalla sessione precedente -,,이전 세션에서 오류 발생 -,Błąd z poprzedniej sesji –,,,ข้อผิดพลาดจากเซสชันก่อนหน้า -,Önceki oturumda hata:,Lỗi từ phiên trước –,,,上一個作業階段發生錯誤 -
