Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.PluginInstallation.Details.HttpRequestInfo,,,"By allowing HTTP requests, 3rd party developers are able to gather information on your machine. These might be harmless (such as crash logs) or malicious (such as gathering information on your game's scripts). Disabling HTTP requests might result in a non-working plugin.","By allowing HTTP requests, 3rd party developers are able to gather information on your machine. These might be harmless (such as crash logs) or malicious (such as gathering information on your game's scripts). Disabling HTTP requests might result in a non-working plugin.",من خلال السماح بطلبات HTTP، يمكن لمطوري الجهات الخارجية جمع المعلومات على جهازك. قد تكون هذه الطلبات غير ضارة (مثل سجلات الأعطال) أو ضارة (مثل جمع المعلومات عن النصوص البرمجية في اللعبة). قد يؤدي تعطيل طلبات HTTP إلى عدم عمل المكون الإضافي.,"Durch das Zulassen von HTTP-Anfragen können Drittanbieter Informationen über deinen Computer sammeln. Diese können harmlos (z.B. Absturzprotokolle) oder bösartig (z.B. Informationen über die Skripte deines Spiels) sein. Das Deaktivieren von HTTP-Anfragen kann dazu führen, dass ein Plugin nicht funktioniert.","Al permitir solicitudes HTTP, los desarrolladores terceros pueden reunir la información en tu equipo. Algunas de ellas pueden ser inocuas (como registros de caídas del sistema), otras malintencionadas (como reunir información sobre los scripts de tu juego). Es posible que el plugin deje de funcionar si se desactivan las solicitudes HTTP.","En autorisant les requêtes HTTP, les développeurs tiers sont en mesure de recueillir des informations sur ta machine. Ces informations peuvent être inoffensives (comme les logs de crash) ou malveillantes (comme la collecte d'informations sur les scripts de votre jeu). La désactivation des requêtes HTTP peut entraîner le non-fonctionnement d'un plugin.","HTTP रिक्वेस्ट की अनुमति देकर, थर्ड पार्टी डेवलपर आपकी मशीन पर जानकारी इकट्ठा कर लेते हैं. हो सकता है इनसे कोई नुकसान न हो (जैसे क्रैश लॉग) या इनका मकसद गलत हो (जैसे आपके गेम की स्क्रिप्ट पर जानकारी इकट्ठा करना). HTTP रिक्वेस्ट को बंद करने पर, प्लग-इन भी काम करना बंद कर सकता है.","Dengan mengizinkan permintaan HTTP, developer pihak ketiga dapat mengumpulkan informasi di mesinmu. Ini bisa jadi tidak berbahaya (misalnya, log crash) atau berbahaya (misalnya, mengumpulkan informasi tentang skrip game buatanmu). Menonaktifkan permintaan HTTP mungkin menyebabkan plugin tidak berfungsi.","Consentendo le richieste HTTP, gli sviluppatori di terzi potranno raccogliere informazioni sulla tua macchina. Potranno essere innocui (come arresti anomali) o malevoli (come la raccolta di informazioni sugli script del tuo gioco). Disabilitare le richieste HTTP potrebbe non far funzionare il plugin.",HTTPリクエストを許可することで、サードパーティ開発者はあなたの端末で情報収集ができます。これらは無害である（クラッシュログのように）か有害（あなたのゲームスクリプトで情報収集するなど）です。HTTPリクエストを無効化すると、非可動プラグインになる可能性があります。,HTTP 요청을 허용하면 타사 개발자가 내 컴퓨터에 대한 정보를 수집할 수 있게 됩니다. 이는 무해(예: 충돌 로그)하거나 악의적(예: 게임 스크립트에 대한 정보 수집)일 수 있습니다. HTTP 요청을 비활성화하면 플러그인이 작동하지 않을 수 있습니다.,"Zezwalając na żądania HTTP, udzielasz deweloperom stron trzecich zgody na gromadzenie informacji dotyczących twojego urządzenia. Gromadzenie może mieć charakter nieszkodliwy (np. dzienniki awarii) lub szkodliwy (np. gromadzenie informacji na temat skryptów twoich gier). Wyłączenie żądań HTTP może spowodować, że dodatek plug-in nie będzie działać.","Ao permitir requisições HTTP, outros desenvolvedores podem obter informações sobre seu computador. Estas informações podem ser inofensivas (como logs de pane do sistema) ou maliciosas (como informações de seus scripts de jogo). Desativar requisições HTTP pode resultar em um plugin não-funcional.",,หากอนุญาตคำขอ HTTP ผู้พัฒนาภายนอกจะสามารถรวบรวมข้อมูลในเครื่องของคุณได้ การดำเนินการนี้อาจไม่เป็นอันตราย (เช่น บันทึกความขัดข้อง) หรือเป็นอันตราย (เช่น การรวบรวมข้อมูลสคริปต์ของเกมของคุณ) การปิดใช้งานคำขอ HTTP อาจส่งผลให้ปลั๊กอินไม่ทำงาน,"HTTP isteklerine izin verdiğinde üçüncü parti geliştiriciler, makinen hakkında bilgi toplayabilir. Çökme günlüklerinin alınması gibi zararsız ya da oyununun betikleri hakkında gibi toplanması gibi kötü niyetli girişimlerle karşılaşabilirsin. HTTP istekleri devre dışı bırakıldığında eklenti çalışmayabilir.","Bằng cách cho phép các yêu cầu HTTP, các nhà phát triển bên thứ ba có thể thu thập thông tin trên máy của bạn. Những thông tin này có thể vô hại (như nhật ký lỗi) hoặc độc hại (như thu thập thông tin về các kịch bản của trò chơi). Vô hiệu hóa các yêu cầu HTTP có thể khiến plugin không hoạt động.",允许 HTTP 请求运行后，第三方开发者将可以从您的电脑上收集各类信息。其中可能包括无害信息（例如崩溃日志等）或有害信息（例如您的游戏脚本信息等）。禁用 HTTP 请求可能会导致插件失效。,允许 HTTP 请求运行后，第三方开发者将可以从您的电脑上收集各类信息。其中可能包括无害信息（例如崩溃日志等）或有害信息（例如您的游戏脚本信息等）。禁用 HTTP 请求可能会导致插件失效。,允許 HTTP 請求後，第三方開發者就可以從您的裝置上收集資訊。收集的資訊可能無害（當機報告等）或有害（偷取遊戲指令碼資訊等）。停用 HTTP 請求可能會導致外掛程式運作異常。
Studio.PluginInstallation.PluginEntry.HttpRequest,,,HTTP Requests,HTTP Requests,طلبات HTTP,HTTP-Anfragen,Solicitudes HTTP,Demandes HTTP,HTTP रिक्वेस्ट,Permintaan HTTP,Richieste HTTP,HTTPリクエスト,HTTP 요청,Żądania HTTP,Requisições HTTP,,คำขอ HTTP,HTTP İstekleri,Yêu Cầu HTTP,HTTP 请求,HTTP 请求,HTTP 請求
Studio.PluginInstallation.Details.ScriptInjection,,,Script Injection,Script Injection,إدخال النص البرمجي,Skript-Injektion,Inyección del script,Injection de script,स्क्रिप्ट इंजेक्शन,Injeksi Skrip,Iniezione di script,スクリプト注入,스크립트 삽입,Wstrzykiwanie skryptu,Injeção de script,,การสอดแทรกสคริปต์,Betik Ekleme,Chèn Kịch Bản,脚本注入,脚本注入,指令碼注入
Studio.PluginInstallation.Details.ScriptInjectionInfo,,,"By allowing Script Injection, this plugin may insert or modify scripts that perform malicious actions anywhere in your game (scripts can pretty much do anything). Disabling Script Injection might result in a non-working plugin.","By allowing Script Injection, this plugin may insert or modify scripts that perform malicious actions anywhere in your game (scripts can pretty much do anything). Disabling Script Injection might result in a non-working plugin.",من خلال السماح بإدخال النص البرمجي، قد يقوم هذا المكون الإضافي بإدراج أو تعديل نصوص برمجية تؤدي إلى إجراءات ضارة في أي مكان في اللعبة (يمكن للنصوص البرمجية أن تفعل أي شيء تقريبًا). قد يؤدي تعطيل إدخال النص البرمجي إلى عدم عمل المكون الإضافي.,"Durch das Zulassen von Skript-Injektionen kann dieses Plugin Skripte einfügen oder modifizieren, die irgendwo in deinem Spiel bösartige Aktionen ausführen (Skripte können so ziemlich alles tun). Das Deaktivieren von Skript-Injektionen kann dazu führen, dass ein Plugin nicht mehr funktioniert.","Al permitir la Inyección del script, este plugin puede insertar o modificar los scripts para realizar acciones que perjudiquen tu juego (los scripts pueden hacer cualquier cosa). Si desactivas la Inyección del script, el plugin puede dejar de funcionar.","En autorisant l'injection de script, ce plugin peut insérer ou modifier des scripts qui effectuent des actions malveillantes n'importe où dans votre jeu (les scripts peuvent à peu près tout faire). La désactivation de l'injection de script peut entraîner un dysfonctionnement du plugin.","स्क्रिप्ट इंजेक्शन की अनुमति देकर, यह प्लग-इन उन स्क्रिप्ट को बदल सकता है या इंसर्ट कर सकता है जो आपके गेम में कहीं भी कुछ गलत करने की कोशिश करती हैं (स्क्रिप्ट कुछ भी कर सकती हैं). स्क्रिप्ट इंजेक्शन को बंद करने पर, प्लग-इन भी काम करना बंद कर सकता है.","Dengan mengizinkan Injeksi Skrip, plugin ini dapat memasukkan atau memodifikasi skrip yang melakukan tindakan berbahaya di bagian mana pun dalam game buatanmu (skrip bisa melakukan hampir segalanya). Menonaktifkan Injeksi Skrip mungkin menyebabkan plugin tidak berfungsi.","Consentendo l'iniezione di script, questo plugin potrà inserire o modificare gli script che eseguono azioni malevole in ogni parte del gioco (gli script possono fare praticamente ogni cosa). Disabilitare l'iniezione di script potrebbe non far funzionare il plugin.",スクリプト注入を許可することで、このプラグインはあなたのゲーム内のどこでも不正な動作を行うスクリプトを挿入または変更することができます（スクリプトはほぼ何でもできます）。スクリプト注入を無効化すると、プラグインが機能しなくなるかもしれません。　,"스크립트 삽입을 허용하면, 플러그인은 스크립트를 삽입하거나 수정하여 게임 내 곳곳에서 악의적인 작업을 수행할 수 있습니다(스크립트는 거의 모든 작업을 수행할 수 있음). 스크립트 삽입을 비활성화하면 플러그인이 작동하지 않을 수 있습니다.","Zezwalając na wstrzykiwanie skryptu, udzielasz temu dodatkowi plug-in uprawnień do wstawiania lub modyfikowania skryptów, które mogą wykonywać szkodliwe działania w dowolnym miejscu w twojej grze (skrypty mogą w zasadzie działać w dowolny sposób). Wyłączenie wstrzykiwania skryptu może spowodować, że dodatek plug-in nie będzie działać.","Ao permitir injeção de script, seu plugin pode inserir ou modificar scripts que causam ações maliciosas em qualquer lugar do seu jogo (scripts podem fazer qualquer coisa). Desativar injeção de scripts pode resultar em um plugin não-funcional.",,หากอนุญาตการสอดแทรกสคริปต์ ปลั๊กอินนี้อาจแทรกหรือแก้ไขดัดแปลงสคริปต์ ซึ่งเป็นการกระทำที่เป็นอันตรายต่อทุกส่วนในเกมของคุณ (สคริปต์สามารถทำได้แทบจะทุกอย่าง) การปิดใช้งานการสอดแทรกสคริปต์อาจส่งผลให้ปลั๊กอินไม่ทำงาน,"Betik Eklemeye izin verdiğinde bu eklenti, oyununun herhangi bir yerinde kötü niyetli eylemlerde bulunacak betikler ekleyebilir ya da bu doğrultuda düzenlemeler yapabilir (betiklerle neredeyse her şey yapılabilir). Betik Ekleme devre dışı bırakıldığında eklenti çalışmayabilir.","Bằng cách cho phép Chèn Kịch bản, plugin này có thể chèn hoặc sửa đổi các kịch bản thực hiện hành động độc hại ở bất kỳ đâu trong trò chơi của bạn (các kịch bản này hầu như có thể làm bất cứ điều gì). Việc tắt ""Chèn Kịch Bản"" có thể khiến plugin không hoạt động.",若允许脚本注入，此插件可能会通过注入或修改脚本在游戏中的任何地方进行恶意操作（脚本几乎是万能的）。禁用脚本注入则可能会使插件无法生效。,若允许脚本注入，此插件可能会通过注入或修改脚本在游戏中的任何地方进行恶意操作（脚本几乎是万能的）。禁用脚本注入则可能会使插件无法生效。,允許指令碼注入後，此外掛程式將能在您的遊戲裡插入或修改指令碼，使他們惡意影響遊戲運行。（指令碼可以做的事情很多！）若停用指令碼注入，外掛程式將可能無法運作。
Studio.PluginInstallation.Main.FindPluginsWithButtonMessage,,,"To find more plugins, open Marketplace by clicking the '+' button.","To find more plugins, open Marketplace by clicking the '+' button.","للعثور على المزيد من المكونات الإضافية، افتح المتجر بالضغط على الزر ""+"".","Um mehr Plugins zu finden, öffne den Marktplatz, indem du auf die Schaltfläche ""+"" klickst.","Para encontrar más plugins, abre Mercado haciendo clic en el botón ""+"".","Pour trouver d'autres plugins, ouvre Marketplace en cliquant sur le bouton ""+"".","ज़्यादा प्लग-इन खोजने के लिए, '+' बटन पर क्लिक करके मार्केटप्लेस खोलें.","Untuk menemukan plugin lainnya, buka Marketplace dengan mengklik tombol +.","Per trovare altri plugin, apri il Mercato cliccando il pulsante ""+"".",もっとプラグインを見つけるには、「+」ボタンをクリックして マーケットプレイスを開きます。,더 많은 플러그인을 찾으려면 '+' 버튼을 클릭하여 마켓플레이스를 엽니다.,"Aby znaleźć więcej dodatków plug-in, otwórz Rynek, klikając przycisk „+”.","Para encontrar mais plugins, abra o Mercado clicando no botão '+'.",,หากต้องการค้นหาปลั๊กอินเพิ่มเติม เปิดมาร์เก็ตเพลสโดยการคลิกที่ปุ่ม '+',"Daha fazla eklenti bulmak için ""+"" düğmesine basarak Pazar Yeri'ni aç.","Để tìm thêm plugin, hãy mở Sàn Giao Dịch bằng cách nhấp vào nút ""+"".",要寻找更多插件，请点击 '+' 按钮打开商城。,要寻找更多插件，请点击 '+' 按钮打开商城。,若要尋找更多外掛程式，請點擊「+」按鈕開啟商城。
Studio.PluginInstallation.PluginEntry.NoPermissionsRequested,,,No Permissions Requested,No Permissions Requested,لا توجد أذونات مطلوبة,Keine Berechtigungen angefordert,No se han solicitados permisos,Aucune autorisation demandée,परमिशंस की रिक्वेस्ट नहीं की गई,Tidak Ada Permintaan Izin,Nessun permesso richiesto,権限リクエストがありません,요청된 권한 없음,Brak próśb o przyznanie uprawnień,Sem pedidos de permissão,,ไม่มีสิทธิ์ที่ร้องขอแล้ว,İzin istenmedi,Không Yêu Cầu Quyền,无需权限请求,无需权限请求,未請求權限
Studio.PluginInstallation.PluginEntry.ScriptInjectionAllowed,,,Script Injection Allowed,Script Injection Allowed,مسموح بإدخال النص البرمجي,Skript-Injektion zugelassen,Inyección del script permitida,Injection de script autorisée,स्क्रिप्ट इंजेक्शन की अनुमति है,Injeksi Skrip Diizinkan,Iniezione di script consentita,スクリプト注入を許可済み,스크립트 삽입이 허용됨,Zezwolono na wstrzykiwanie skryptu,Injeção de scripts permitida,,อนุญาตการสอดแทรกสคริปต์แล้ว,Betik Eklemeye izin verildi,Cho Phép Chèn Kịch Bản,已允许脚本注入,已允许脚本注入,已允許指令碼注入
Studio.PluginInstallation.PluginEntry.ScriptInjectionDenied,,,Script Injection Denied,Script Injection Denied,تم رفض إدخال النص البرمجي,Skript-Injektion abgelehnt,Inyección del script denegada,Injection de script refusée,स्क्रिप्ट इंजेक्शन से मना किया गया,Injeksi Skrip Ditolak,Iniezione di script negata,スクリプト注入を却下済み,스크립트 삽입이 거부됨,Nie zezwolono na wstrzykiwanie skryptu,Injeção de script negada,,ปฏิเสธการสอดแทรกสคริปต์แล้ว,Betik Ekleme reddedildi,Từ Chối Chèn Kịch Bản,已拒绝脚本注入,已拒绝脚本注入,已拒絕指令碼注入
Studio.PluginInstallation.PluginEntry.AutoUpdateText,,,Auto Update,Auto Update,تحديث تلقائي,Automatische Updates,Actualización automática,Mise à jour automatique,ऑटो अपडेट,Update Otomatis,Aggiornamento Automatico,自動更新,자동 업데이트,Aktualizacje automatyczne,Atualização automática,,อัปเดตอัตโนมัติ,Otomatik Güncelleme,Cập Nhật Tự Động,自动更新,自动更新,自動更新
Studio.PluginInstallation.PluginEntry.AutoUpdateEntry,,,Last updated on {date:shortdate},Last updated on {date:shortdate},آخر تحديث في {date:shortdate},Zuletzt aktualisiert am {date:shortdate},Última actualización el {date:shortdate},Dernière mise à jour le {date:shortdate},पिछली बार {date:shortdate} को अपडेट किया गया था,Terakhir di-update pada {date:shortdate},Ultimo aggiornamento il {date:shortdate},最終更新日: {date:shortdate},마지막 업데이트 날짜: {date:shortdate},Ostatnia aktualizacja: {date:shortdate},Última atualização em {date:shortdate},,อัปเดตล่าสุดเมื่อ {date:shortdate},Son güncelleme: {date:shortdate},Cập nhật lần gần nhất vào {date:shortdate},更新日期：{date:shortdate},更新日期：{date:shortdate},最後更新日期：{date:shortdate}
