Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.Settings.BetaFeature.HighDpiAndIconsTitle,,,New Icons / DPI Aware Studio,New Icons / DPI Aware Studio,أيقونات جديدة / DPI Aware Studio,Neue Symbole / DPI Aware Studio,Nuevos íconos/DPI Aware Studio,Nouvelles icônes / DPI Aware Studio,नए आइकॉन / DPI अवेयर स्टूडियो,Ikon Baru/DPI Aware Studio,Nuove Icone / Dpi Aware Studio,新規アイコン / DPI 認識 Studio,새로운 아이콘 / DPI 인식 Studio,Nowe ikony / DPI Aware Studio,Novos Ícones / DPI Aware Studio,,ไอคอนใหม่ / DPI Aware Studio,Yeni Simgeler / DPI Farkındalıklı Studio,Biểu Tượng Mới/DPI Aware Studio,新图标 / DPI Aware Studio,新图标 / DPI Aware Studio,新圖示 / DPI 敏感 Studio
Studio.Settings.BetaFeature.HighDpiAndIconsDescription,,,Makes Studio scale better on monitors using scalings above 100%.  Also includes new themed icons.,Makes Studio scale better on monitors using scalings above 100%.  Also includes new themed icons.,تحسين حجم Studio على الشاشات التي تستخدم قياسات أعلى من 100%. يتضمن أيضًا أيقونات ذات سمات جديدة.,Verbessert die Skalierung von Studio auf Monitoren mit Skalierungen über 100%. Enthält auch neue thematische Symbole.,Hace que la escala del Studio mejore en los monitores con escalas por encima del 100%. También incluye nuevos íconos temáticos.,Le Studio s'adapte mieux aux écrans utilisant des échelles supérieures à 100 %.  Inclut également de nouvelles icônes à thème.,100% से ऊपर स्केलिंग का इस्तेमाल करके मॉनिटर पर स्टूडियो स्केल को बेहतर बनाता है. इसमें थीम वाले नए आइकॉन भी शामिल हैं.,Membuat skala Studio lebih baik di monitor yang menggunakan penskalaan di atas 100%. Ini juga mencakup ikon bertema baru.,Rende la scala Studio migliore sui monitor usando ridimensionamenti superiori al 100%. Include anche nuove icone a tema.,100% 以上の縮小/拡大機能を使用して、Studioのモニター上の縮小/拡大を改善します。新しいテーマアイコンも含まれています。,100% 이상의 스케일을 사용해 Studio 스케일을 향상시킵니다. 새로운 테마 아이콘도 포함되어 있습니다.,Umożliwia aplikacji Studio lepsze skalowanie na monitorach w przypadku skal wyższych niż 100%. Obejmuje również nowe ikony tematyczne.,Torna a escala do estúdio melhor em monitores usando escalas acima de 100%. Também inclui novos ícones temáticos.,,ทำให้ Studio  ปรับขนาดได้ดียิ่งขึ้นบนหน้าจอโดยการใช้การปรับขนาดเกิน 100% นอกจากนี้ยังมีไอคอนธีมใหม่ๆ อีกด้วย,Studio'nun %100'ün üzerinde ölçeklendirme kullanan monitörlerde daha iyi ölçeklendirilmesini sağlar ve yeni temalı simgeler içerir.,Giúp Studio hiển thị tốt hơn trên màn hình có độ phân giải trên 100%. Cũng bao gồm các biểu tượng chủ đề mới.,让 Studio 在缩放比例超过 100% 的缩放效果更佳。同时包括全新的主题图标。,让 Studio 在缩放比例超过 100% 的缩放效果更佳。同时包括全新的主题图标。,讓 Studio 在縮放比例超過 100% 的縮放效果更佳。也包括新的主題圖示。
Studio.Settings.BetaFeature.HighDpiRestartTitle,,,Beta Feature is in Invalid State,Beta Feature is in Invalid State,ميزة الإصدار التجريبي في حالة غير صالحة,Beta-Funktion ist in ungültigem Zustand,Función Beta está en estado no válido,La fonctionnalité bêta est dans un état non valide,बीटा फ़ीचर अमान्य स्थिति में है,Fitur Beta dalam Kondisi Tidak Valid,La funzione beta è in stato non valido,ベータ版の機能が無効な状態です,베타 기능이 유효하지 않습니다,Stan funkcji w wersji beta jest nieprawidłowy,O recurso beta está em estado inválido,,คุณสมบัติเวอร์ชันเบต้าอยู่ในสถานะที่ไม่ถูกต้อง,Beta özellik geçersiz durumda,Tính Năng Beta Đang Ở Trạng Thái Không Hợp Lệ,Beta 功能状态无效,Beta 功能状态无效,Beta 功能狀態無效
Studio.Settings.BetaFeature.HighDpiRestartDescription,,,"New Icons / DPI Aware Studio Beta Feature has been changed, and requires a restart to take effect.","New Icons / DPI Aware Studio Beta Feature has been changed, and requires a restart to take effect.","تم تغيير ميزة الإصدار التجريبي ""أيقونات جديدة / DPI Aware Studio""، وتتطلب إعادة التشغيل حتى يتم تفعيلها.","Neue Symbole / DPI Aware Studio Beta-Funktion wurde geändert und erfordert einen Neustart, um wirksam zu werden.",Se cambió la funcionalidad Beta de los nuevos íconos/DPI Aware Studio y requiere un reinicio para que tenga efecto.,Nouvelle icône / DPI Aware Studio Beta fonctionnalité a été modifiée et nécessite un redémarrage pour prendre effet.,"नए आइकॉन / DPI अवेयर Studio बीटा फ़ीचर को बदल दिया गया है, और यह रीस्टार्ट करने पर ही दिखेगा.","Fitur Beta Ikon Baru/DPI Aware Studio baru telah diubah, dan Studio harus dimulai ulang untuk menerapkan perubahan.",Le nuove icone / DPI Aware Studio Beta Feature sono state cambiate e richiedono un riavvio per avere effetto.,新規アイコン / DPI 認識 Studio のベータ版機能が変更されました。反映させるには、再起動が必要です。,새 아이콘 / DPI 인식 Studio 베타 기능이 변경되었습니다. 적용하려면 다시 시작해야 합니다.,Wprowadzono zmiany w nowych ikonach lub funkcji DPI Aware Studio w wersji beta i w celu ich uwzględnienia wymagane jest ponowne uruchomienie.,"Novos ícones / A funcionalidade DPI Aware Studio Beta foi alterada, e requer reinício para ter efeito.",,เปลี่ยนแปลงไอคอนใหม่ / คุณสมบัติเวอร์ชันเบต้าของ DPI Aware Studio แล้ว และจำเป็นต้องรีสตาร์ทเพื่อให้การเปลี่ยนแปลงมีผล,Yeni Simgeler / DPI Farkındalıklı Studio beta özelliği değiştirildi ve etkinleşmesi için yeniden başlatma gerekiyor.,Biểu Tượng Mới/Tính Năng Beta của DPI Aware Studio đã được thay đổi. Người dùng cần khởi động lại để những thay đổi này có hiệu lực.,新图标 / DPI Aware Studio Beta 功能已更改，需要重新启动才能生效。,新图标 / DPI Aware Studio Beta 功能已更改，需要重新启动才能生效。,新圖示 / DPI 敏感 Studio Beta 功能已變更，需要重新啟動才會生效。
