Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.NativeDialog.Yes,,,Yes,Yes,نعم,Ja,Sí,Oui,हाँ,Ya,Sì,はい,예,Tak,Sim,,ใช่,Evet,Có,,,是
Studio.NativeDialog.No,,,No,No,لا,Nein,No,Non,नहीं,Tidak,No,いいえ,아니요,Nie,Não,,ไม่,Hayır,Không,,,否
Studio.NativeDialog.NativeDialogTitle,,,%1 is not responding,%1 is not responding,,%1 reagiert nicht,%1 no está respondiendo,%1 ne répond pas,%1 काम नहीं कर रहा है,%1 tidak merespons,%1 non risponde,%1 が応答しません,%1 응답하지 않음,%1 nie odpowiada,%1 não está respondendo,,%1 ไม่ตอบสนอง,%1 yanıt vermiyor,%1 không phản hồi,,,「%1」沒有回應
Studio.NativeDialog.NativeDialogDescription,,,Would you like Studio to stop this plugin?,Would you like Studio to stop this plugin?,,"Möchtest du, dass Studio dieses Plug-in stoppt?",¿Te gustaría que Studio detuviera este plugin?,Veux-tu que Studio arrête ce plugin ?,क्या आपको चाहिए कि Studio इस प्लग-इन को रोक दे?,Apakah kamu ingin Studio menghentikan plugin ini?,Vuoi che Roblox Studio interrompa questo plugin?,Studioでこのプラグインを停止しますか？,Studio에서 이 플러그인 실행을 중지할까요?,"Czy chcesz, aby Studio zatrzymało ten dodatek plug-in?",Você gostaria que o Studio parasse este plugin?,,คุณต้องการให้ Studio หยุดปลั๊กอินนี้หรือไม่?,Studio'nun bu eklentiyi durdurmasını ister misin?,Bạn có muốn Studio dừng plugin này không?,,,要 Studio 終止此外掛程式嗎？
Studio.NativeDialog.NativeDialogTitleUnknownName,,,A plugin is not responding,A plugin is not responding,,Ein Plug-in reagiert nicht,,Un plugin ne répond pas,प्लग-इन काम नहीं कर रहा है,Plugin tidak merespons,Un plugin non risponde,,플러그인이 응답하지 않음,Dodatek plug-in nie odpowiada,Um plugin não está respondendo,,ปลั๊กอินไม่ตอบสนอง,Bir eklenti yanıt vermiyor,Có một plugin không phản hồi,,,外掛程式沒有回應
