Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.LegacyChatDeprecation.General.Body,,,"Please migrate to TextChatService by setting TextChatService.ChatVersion to TextChatService to ensure compatibility when Legacy is removed. If you are experiencing issues, please click “Learn More” to access documentation.","Please migrate to TextChatService by setting TextChatService.ChatVersion to TextChatService to ensure compatibility when Legacy is removed. If you are experiencing issues, please click “Learn More” to access documentation.","يرجى الترحيل إلى TextChatService عن طريق تعيين TextChatService.ChatVersion إلى TextChatService لضمان التوافق عند إزالة الجزء القديم. إذا كنت تواجه مشكلات، فيرجى النقر على ""معرفة المزيد"" للوصول إلى الوثائق.","Bitte migriere zu TextChatService, indem du TextChatService.ChatVersion auf TextChatService setzt, um die Kompatibilität sicherzustellen, wenn die veraltete Version eingestellt wird. Klicke bei Problemen bitte auf “Mehr erfahren”, um zur Dokumentation zu gelangen.","Migra a TextChatService configurando TextChatService.ChatVersion a TextChatService para asegurar la compatibilidad cuando se elimina Legacy. Si estás experimentando problemas, haz clic en Aprender más para acceder a la documentación.","Veuillez migrer vers TextChatService en définissant TextChatService.ChatVersion vers TextChatService pour assurer la compatibilité lorsque l'ancienne version est supprimée. Si tu rencontres des problèmes, cliquer sur « En savoir plus » pour accéder à la documentation.","लेगसी हटाए जाने पर कंपैटिबिलिटी पक्की करने के लिए, TextChatService.ChatVersion को TextChatService पर सेट करके, TextChatService पर माइग्रेट करें. अगर आपको समस्याएँ आ रही हैं, तो डॉक्यूमेंटेशन ऐक्सेस करने के लिए ""ज़्यादा जानें"" पर क्लिक करें.","Silakan beralih ke TextChatService dengan mengatur TextChatService.ChatVersion menjadi TextChatService guna memastikan kompatibilitas ketika Chat Warisan dihapus. Jika kamu mengalami masalah, silakan klik “Info Selengkapnya” untuk membuka dokumen.","Esegui la migrazione a TextChatService impostando TextChatService.ChatVersion su TextChatService per garantire la compatibilità per quando verrà rimossa la versione precedente. In caso di problemi, fai clic su ""Ulteriori informazioni"" per accedere alla documentazione.",旧型の削除時、互換性を確保するために TextChatService.ChatVersion を TextChatService に設定してTextChatService に移行してください。 問題が発生する場合は、[もっと詳しく] をクリックしてドキュメンテーションにアクセスしてください。,레거시가 제거될 때 호환성을 위해 TextChatService.ChatVersion을 TextChatService로 설정하여 TextChatService를 마이그레이션하세요. 문제가 발생할 경우 '자세한 정보'를 클릭해 설명서를 읽어 보세요.,"Przeprowadź migrację do usługi TextChatService, ustawiając TextChatService.ChatVersion jako TextChatService, aby zapewnić zgodność po usunięciu starszego systemu. W przypadku wystąpienia problemów kliknij „Dowiedz się więcej”, aby przejść do dokumentacji.","Migre para o TextChatService configurando TextChatService.ChatVersion para TextChatService para garantir compatibilidade quando o legado for removido. Se você está tendo problemas, clique em ""Saiba Mais"" para acessar a documentação.",,"โปรดย้ายไปยัง TextChatService โดยตั้งค่า TextChatService.ChatVersion เป็น TextChatService เพื่อให้แน่ใจว่าเข้ากันได้เมื่อ Legacy ถูกลบออกไป หากคุณประสบปัญหา โปรดคลิก ""เรียนรู้เพิ่มเติม"" เพื่อเข้าถึงเอกสาร","Eski sistem kaldırıldığında uyumluluk sorunu yaşamamak için TextChatService.ChatVersion'ı TextChatService olarak ayarlayıp TextChatService'e geçiş yap. Sorun yaşıyorsan dokümantasyona erişmek için lütfen ""Daha fazla bilgi edin"" seçeneğine tıkla.","Vui lòng di chuyển đến TextChatService bằng cách thiết lập TextChatService.ChatVersion thành TextChatService để đảm bảo khả năng tương thích khi Legacy bị xóa. Nếu bạn gặp sự cố, vui lòng nhấn vào ""Tìm hiểu thêm"" để truy cập vào mục tài liệu.",请通过将 TextChatService.ChatVersion 设置为 TextChatService 来迁移到 TextChatService，以确保移除旧版后的兼容性。如果你遇到问题，请点按“了解更多”以访问文档。,请通过将 TextChatService.ChatVersion 设置为 TextChatService 来迁移到 TextChatService，以确保移除旧版后的兼容性。如果你遇到问题，请点按“了解更多”以访问文档。,為了確保在舊版本移除後的相容性，請將 TextChatService.ChatVersion 設定為 TextChatService 以轉移至 TextChatService。如果您遭遇問題，請按一下「深入了解」以查看說明文件。
Studio.LegacyChatDeprecation.Label.Title,,,This project uses the Legacy Chat system,This project uses the Legacy Chat system,يستخدم هذا المشروع نظام الدردشة القديم,Dieses Projekt verwendet das veraltete Chat-System,Este proyecto utiliza el sistema heredado de chat,Ce projet utilise le système Chat Legacy,यह प्रोजेक्ट लेगसी चैट सिस्टम का इस्तेमाल करता है,Proyek ini menggunakan sistem Chat Warisan,Questo progetto utilizza il sistema di chat legacy,このプロジェクトは旧型チャットシステムを使用しています,이 프로젝트는 레거시 채팅 시스템을 사용합니다,W tym projekcie używany jest starszy system czatu,Este projeto usa o sistema de bate-papo legado,,โปรเจ็กต์นี้ใช้ระบบแชทที่ไม่ใช้แล้ว,"Bu proje, Eski Sohbet sistemini kullanıyor",Dự án này sử dụng hệ thống Trò Chuyện Cũ,此项目使用旧版聊天系统,此项目使用旧版聊天系统,此專案使用舊版本聊天系統
Studio.LegacyChatDeprecation.Button.LearnMore,,,Learn more,Learn more,معرفة المزيد,Mehr erfahren,Aprende más,En apprendre plus,ज़्यादा जानें,Pelajari selengkapnya,Scopri di più,もっと詳しく,자세한 정보,Dowiedz się więcej,Saiba mais,,เรียนรู้เพิ่มเติม,Daha fazla bilgi edin,Tìm hiểu thêm,了解更多,了解更多,深入了解
Studio.LegacyChatDeprecation.Button.Migrate,,,Go to ChatVersion property,Go to ChatVersion property,الانتقال إلى خاصية ChatVersion,Zur Eigenschaft ChatVersion,Ir a la propiedad ChatVersion,Aller à la propriété ChatVersion,ChatVersion प्रॉपर्टी पर जाएँ,Buka properti ChatVersion,Vai alla proprietà di ChatVersion,ChatVersion プロパティへ移動,ChatVersion 속성으로 이동,Przejdź do właściwości ChatVersion,Ir à propriedade ChatVersion,,ไปยังคุณสมบัติ ChatVersion,ChatVersion özelliğine git,Vào thuộc tính ChatVersion,前往 ChatVersion 属性,前往 ChatVersion 属性,前往 ChatVersion 屬性
Studio.LegacyChatDeprecation.Button.RemindLater,,,Remind me later,Remind me later,ذكرني لاحقاً,Später erinnern,Recuérdamelo más tarde,Me le rappeler plus tard,मुझे बाद में याद दिलाएँ,Ingatkan saya nanti,Ricordamelo più tardi,あとで通知,나중에 알려주세요,Przypomnij mi później,Lembrar mais tarde,,เตือนฉันในภายหลัง,Daha sonra hatırlat,Nhắc tôi sau,稍后提醒我,稍后提醒我,稍後再提醒我
Studio.LegacyChatDeprecation.Button.LearnHow,,,Learn how to update,Learn how to update,تعرّف على كيفية التحديث,"Erfahre, wie man dies aktualisiert",Aprende cómo actualizar,Apprendre à mettre à jour,अपडेट करने का तरीका जानें,Pelajari cara meng-update,Scopri come aggiornare,更新方法について詳しく,업데이트 방법을 알아보세요,"Dowiedz się, jak przeprowadzić aktualizację",Saiba como atualizar,,เรียนรู้วิธีการอัปเกรด,Nasıl güncelleyeceğini öğren,Tìm hiểu cách cập nhật,了解如何更新,了解如何更新,了解如何更新
Studio.LegacyChatDeprecation.Custom.Body,,,"This experience must support parental control settings by January 30, 2025 and migrate to TextChatService by April, 30, 2025.","This experience must support parental control settings by January 30, 2025 and migrate to TextChatService by April, 30, 2025.",يجب أن تدعم هذه التجربة إعدادات رقابة الوالدين بحلول 30 يناير، 2025 والانتقال إلى TextChatService بحلول 30 أبريل، 2025.,Diese Experience muss bis zum 30. Januar 2025 die Kindersicherungseinstellungen unterstützen und bis zum 30. April 2025 auf TextChatService umgestellt werden.,Esta experiencia debe soportar la configuración de control parental antes del 30 de enero de 2025 y migrar a TextChatService para el 30 de abril de 2025.,Cette expérience doit prendre en charge les paramètres de contrôle parental d'ici le 30 janvier 2025 et migrer vers TextChatService d'ici le 30 avril 2025.,"इस एक्सपीरिएंस को 30 जनवरी, 2025 तक पेरेंटल कंट्रोल सेटिंग्स का सपोर्ट करना चाहिए और 30 अप्रैल, 2025 तक TextChatService पर माइग्रेट करना चाहिए.",Pengalaman virtual ini harus mendukung pengaturan kendali orang tua paling lambat 30 Januari 2025 dan beralih ke TextChatService paling lambat 30 April 2025.,Questa esperienza deve supportare le impostazioni di controllo parentale entro il 30 gennaio 2025 e migrare a TextChatService entro il 30 aprile 2025.,すべてのバーチャル空間は、2025年1月30日までに保護者コントロール設定に対応させ、2025年4月30日までに TextChatService に移行させる必要があります。,본 체험은 2025년 1월 30일까지 자녀 보호 기능 설정을 지원해야 하며 2025년 4월 30일까지 TextChatService 기능에 마이그레이션되어야 합니다.,"Do 30 stycznia 2025 r. należy włączyć w projekcie obsługę ustawień kontroli rodzicielskiej, a do 30 kwietnia 2025 r. należy przeprowadzić migrację do usługi TextChatService.",Esta experiência deve suportar as configurações de controle dos responsáveis até 30 de Janeiro de 2025 e migrar para o TextChatService até 30 de abril de 2025.,,ประสบการณ์นี้ต้องรองรับการตั้งค่าการควบคุมโดยผู้ปกครองภายในวันที่ 30 มกราคม 2025 และย้ายไปใช้ TextChatService ภายในวันที่ 30 เมษายน 2025,Bu deneyimin 30 Ocak 2025'e kadar ebeveyn denetimi ayarlarını destekler hâle gelmesi ve 30 Nisan 2025'e kadar da TextChatService'e geçiş yapması gerekiyor.,Trải nghiệm này phải hỗ trợ cài đặt giám sát của cha mẹ trước ngày 30/01/2025 và chuyển sang TextChatService trước ngày 30/04/2025.,此体验必须在 2025 年 1 月 30 日前支持家长控制设置，并在 2025 年 4 月 30 日前迁移到 TextChatService。,此体验必须在 2025 年 1 月 30 日前支持家长控制设置，并在 2025 年 4 月 30 日前迁移到 TextChatService。,此體驗必須在 2025 年 1 月 30 日前支援家長監護設定，且必須在 2025 年 4 月 30 日前轉移至 TextChatService。
Studio.LegacyChatDeprecation.Label.CustomTitle,,,Your in-experience chat is using a modified version of the legacy chat system.,Your in-experience chat is using a modified version of the legacy chat system.,تستخدم الدردشة داخل التجربة إصدارًا مُعدَّلًا من نظام الدردشة القديم.,Dein Chat In-Experience verwendet eine modifizierte Version des veralteten Chatsystems.,Tu chat en la experiencia está utilizando una versión modificada del sistema de chat heredado.,Ton chat in-experience utilise une version modifiée du système de chat existant.,आपकी इन-एक्सपीरियंस चैट लेगसी चैट सिस्टम के मॉडिफ़ाइड वर्ज़न का इस्तेमाल कर रही है.,Chat dalam pengalaman virtualmu menggunakan versi sistem chat warisan yang dimodifikasi.,La chat dell'esperienza sta utilizzando una versione modificata del sistema di chat legacy.,あなたのバーチャル空間内チャットは、旧型チャットシステムの修正バージョンを使用しています。,체험 내 채팅이 레거시 채팅 시스템의 수정된 버전을 사용 중입니다.,Do obsługi czatu w projekcie używana jest zmodyfikowana wersja starszego systemu czatu.,Seu bate-papo em experiência está utilizando uma versão modificada do antigo sistema de bate-papo.,,การแชทภายในประสบการณ์ของคุณกำลังใช้เวอร์ชันที่ปรับแต่งระบบแชทดั้งเดิมที่ไม่ใช้แล้ว,Deneyim içi sohbetinde eski sohbet sisteminin düzenlenmiş bir versiyonu kullanılıyor.,Cuộc trò chuyện trong trải nghiệm của bạn đang sử dụng phiên bản được sửa đổi của hệ thống trò chuyện kiểu cũ.,你的体验内聊天使用的是旧版聊天系统的修改版本。,你的体验内聊天使用的是旧版聊天系统的修改版本。,您的體驗內聊天功能使用的是舊版聊天系統的改造版本。
Studio.LegacyChatDeprecation.Warning.AutoMigrated,,,Your experience has been auto-migrated and will now use TextChatService at runtime.,Your experience has been auto-migrated and will now use TextChatService at runtime.,تم ترحيل تجربتك تلقائيًا وستستخدم الآن TextChatService في وقت التشغيل.,Deine Experience wurde automatisch migriert und verwendet nun zur Laufzeit den TextChatService.,Tu experiencia migró automáticamente y ahora usará TextChatService en tiempo de ejecución.,Votre expérience a été automatiquement migrée et va maintenant utiliser TextChatService à l'exécution.,आपका एक्सपीरिएंस ऑटो-माइग्रेट कर दिया गया है और वह अब रनटाइम पर TextChatService का इस्तेमाल करेगा.,Pengalaman virtual kamu telah dimigrasikan secara otomatis dan mulai sekarang akan menggunakan TextChatService pada saat runtime.,La tua esperienza è migrata in automatico e d'ora in avanti utilizzerà TextChatService in fase di esecuzione.,あなたのバーチャル空間は自動的に移行されたため、今後は実行時に TextChatService を使用します。,나의 체험이 자동 마이그레이션되어 이제부터 런타임에서 TextChatService를 사용합니다.,Przeprowadzono automatyczną migrację projektu. Teraz przy uruchamianiu będzie używana usługa TextChatService.,Sua experiência foi migrada automaticamente e agora usará o TextChatService em tempo de execução.,,ประสบการณ์ของคุณถูกย้ายโดยอัตโนมัติ และจะเปลี่ยนไปใช้ TextChatService ตอนรันไทม์,Deneyimin otomatik olarak taşındı ve artık çalışma zamanında TextChatService kullanılacak.,Trải nghiệm của bạn đã được tự động di chuyển và bây giờ sẽ sử dụng tính năng TextChatService trong thời gian chạy.,你的体验已经自动迁移，将在运行时使用 TextChatService。,你的体验已经自动迁移，将在运行时使用 TextChatService。,您的體驗已自動移轉，現在會於執行階段使用 TextChatService。
