Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.PlaceSessionConfiguration.ConnectingtoServer,,,Connecting to server...,Connecting to server...,جارٍ الاتصال بالخادم...,Verbindung zum Server wird hergestellt ...,Conectando al servidor...,Connexion au serveur...,सर्वर से कनेक्ट हो रहा है...,Menghubungkan ke server...,Connessione al server...,サーバーに接続中...,서버에 연결 중...,Łączenie z serwerem...,Conectando ao servidor...,,กำลังเชื่อมต่อกับเซิร์ฟเวอร์...,Sunucuya bağlanılıyor...,Đang kết nối với máy chủ...,正在连接到服务器……,正在连接到服务器……,正在連線到伺服器……
Studio.PlaceSessionConfiguration.InvalidArgument2,,,Launch Task %1 requires valid %2,Launch Task %1 requires valid %2,مهمة التشغيل %1 تتطلب %2 صالحًا,Starten der Aufgabe %1 erfordert gültige %2,Lanzar tarea %1 requiere un %2 válido,Lancer la tâche %1 requiert %2 valide,लॉन्च टास्क %1 के लिए वैलिड %2 ज़रूरी है,Tugas Peluncuran %1 memerlukan %2 yang valid,Per avviare il task %1 serve %2 valido,タスク %1 の始動には有効な %2 が必要です,%1 작업을 시작하려면 유효한 %2(이)가 필요합니다,Uruchomienie zadania %1 wymaga spełnienia warunku %2,Iniciar tarefa %1 requer %2 válido,,การเริ่มงาน %1 ต้องการ %2 ที่ถูกต้อง,%1 görevinin başlaması için geçerli %2 gerekir,Khởi chạy Nhiệm Vụ %1 yêu cầu %2 hợp lệ,需要有效的 %2 才可启动任务 %1,需要有效的 %2 才可启动任务 %1,需要有效%2才可啟動工作 %1
Studio.PlaceSessionConfiguration.CloudTestFetchConfigFailed,,,Cannot fetch team test launch config.,Cannot fetch team test launch config.,لا يمكن جلب تهيئة فتح التجربة الجماعية.,Die Startkonfiguration für den Teamtest kann nicht abgerufen werden.,No se puede recuperar la configuración de lanzamiento de la prueba de equipo.,Impossible de retrouver la configuration de test de lancement.,टीम टेस्ट लॉन्च कॉन्फ़िगर नहीं पाया जा सका.,Tidak dapat mengambil konfigurasi peluncuran tes tim.,Impossibile recuperare la configurazione di avvio del test del team.,チームテスト始動環境設定を取得できません。,팀 테스트 시작 구성을 가져올 수 없습니다.,Nie można pobrać konfiguracji uruchomienia testu zespołu.,Não é possível obter a configuração de lançamento de teste em equipe.,,ไม่สามารถดึงการกำหนดค่าการทดสอบของทีมได้,Takım testi başlatma yapılandırması alınamıyor.,Không thể tìm nạp cấu hình khởi chạy thử nghiệm nhóm.,无法获取团队测试启动配置。,无法获取团队测试启动配置。,無法擷取團隊測試啟動設定。
