Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.DownloadPlaceCopy.PlaceFileDownloaded,,,Place file saved to: %1,Place file saved to: %1,,,,,,,,,,,,,,,,,,
Studio.DownloadPlaceCopy.UnableToDownloadSaveFailed,,,Failed to download place file. Save failed.,Failed to download place file. Save failed.,,,,,,,,,,,,,,,,,,
Studio.DownloadPlaceCopy.UnableToDownloadFetchContentUrlFailed,,,Failed to download place file. Couldn't fetch content URL.,Failed to download place file. Couldn't fetch content URL.,,,,,,,,,,,,,,,,,,
Studio.DownloadPlaceCopy.UnableToDownloadFetchPlaceDataFailed,,,Failed to download place file. Couldn't fetch place data.,Failed to download place file. Couldn't fetch place data.,,,,,,,,,,,,,,,,,,
Studio.DownloadPlaceCopy.UnableToDownloadWriteToFileFailed,,,Failed to download place file. Couldn't write data to disk.,Failed to download place file. Couldn't write data to disk.,,,,,,,,,,,,,,,,,,
Studio.DownloadPlaceCopy.DownloadingPlaceFile,,,Downloading place file… this may take some time.,Downloading place file… this may take some time.,جارٍ تنزيل ملف المكان...,Ortsdatei wird heruntergeladen … dies kann einige Zeit dauern.,Descargando archivo de lugar. Esto puede tomar unos minutos.,Téléchargement du fichier de lieu… cela peut prendre un certain temps.,प्लेस फ़ाइल डाउनलोड हो रही है… इसमें थोड़ा समय लग सकता है.,Men-download file tempat... tunggu beberapa saat.,Download del file del posto in corso... L'operazione potrebbe richiedere qualche minuto.,プレースファイルをダウンロード中 …,플레이스 파일 다운로드 중… 다소 시간이 걸릴 수 있습니다.,Pobieranie pliku miejsca... może to chwilę potrwać.,Baixando o arquivo do local… Isso pode levar algum tempo.,,กำลังดาวน์โหลดไฟล์สถานที่... อาจใช้เวลาสักครู่,Dünya dosyası indiriliyor... Bu işlem biraz zaman alabilir.,Đang tải xuống tệp địa điểm... quá trình này có thể mất chút thời gian.,,,正在下載地點檔案… 可能需要一些時間。
Studio.DownloadPlaceCopy.PublishInProgress,,,"Place publish in progress, please retry downloading the place when publishing is complete.","Place publish in progress, please retry downloading the place when publishing is complete.",,"Die Veröffentlichung des Ortes ist in Bearbeitung. Bitte versuche erneut, den Ort herunterzuladen, wenn die Veröffentlichung abgeschlossen ist.",Publicación del lugar en curso. Vuelve a intentar descargar el lugar cuando la publicación se haya completado.,"Placez la publication en cours, veuillez réessayer de télécharger le lieu lorsque la publication est terminée.","प्लेस पब्लिश हो रहा है, पब्लिश हो जाने पर प्लेस फिर से डाउनलोड करने की कोशिश करें.","Publikasi tempat sedang berlangsung, coba download lagi tempat tersebut setelah publikasi selesai.",Pubblicazione del posto in corso... Prova a scaricarlo di nuovo al termine della pubblicazione.,,플레이스 게시가 진행 중입니다. 게시가 완료되면 플레이스 다운로드를 다시 시도하세요.,Trwa publikowanie miejsca. Spróbuj ponownie pobrać miejsce po zakończeniu publikowania.,"Publicação do jogo em andamento, tente baixar novamente o local quando a publicação estiver completa.",,กำลังเผยแพร่สถานที่ โปรดลองดาวน์โหลดสถานที่อีกครั้งเมื่อเผยแพร่เสร็จ,"Dünya yayınlanıyor, lütfen yayınlama işlemi tamamlandığında dünyayı indirmeyi tekrar dene.",Đang tiến hành xuất bản địa điểm. Vui lòng thử tải địa điểm xuống lần nữa khi quá trình xuất bản đã hoàn tất.,,,地點發佈進行中，請在發佈完成後重新嘗試下載地點。
Studio.DownloadPlaceCopy.PlaceFileDownloaded1,,,Place file downloaded to '%1',Place file downloaded to '%1',,,,,,,,,,,,,,,,,,
