Key,Context,Example,Source,en-us,ar-001,de-de,es-es,fr-fr,hi-in,id-id,it-it,ja-jp,ko-kr,pl-pl,pt-br,ru-ru,th-th,tr-tr,vi-vn,zh-cjv,zh-cn,zh-tw
Studio.AvatarToolsShared.InstanceSelectorGrid.AddNew,,,Add New,Add New,إضافة جديد,Neu hinzufügen,Añadir nuevo,Ajouter nouveau.elle,नया जोड़ें,Tambah Baru,Aggiungi nuova,新規を追加,신규 추가,Dodaj nowe,Adicionar novo,Добавить новый,เพิ่มรายการใหม่,Yeni ekle,Thêm Mới,新增,新增,新增
Studio.AvatarToolsShared.InstanceSelectorTile.AddNew,,,Add New,Add New,إضافة جديد,Neu hinzufügen,Añadir nuevo,Ajouter nouveau. elle,नया जोड़ें,Tambah Baru,Aggiungi nuova,新規を追加,신규 추가,Dodaj nowe,Adicionar novo,Добавить новый,เพิ่มรายการใหม่,Yeni ekle,Thêm Mới,新增,新增,新增
Studio.AvatarToolsShared.PreviewTopBar.Tooltip,,,"Add a MeshPart, Accessory, Model, Animation, or Folder from the Explorer","Add a MeshPart, Accessory, Model, Animation, or Folder from the Explorer",إضافة MeshPart أو إكسسوار أو نموذج أو حركة أو مجلد من المتصفح,"Füge ein MeshPart, Accessoire, Modell, eine Animation oder einen Ordner aus dem Explorer hinzu","Añade MeshPart, Accesorio, Modelo, Animación o Carpeta del Explorador","Ajouter un MeshPart, accessoire, modèle, animation ou dossier à partir d'Explorer","एक्सप्लोरर से MeshPart, ऐक्सेसरी, मॉडल, ऐनिमेशन या फ़ोल्डर जोड़ें","Tambahkan MeshPart, Aksesori, Model, Animasi, atau Folder dari Eksplorer","Aggiungi una MeshPart, un accessorio, un modello, un'animazione o una cartella da Explorer",エクスプローラからMeshPart、アクセサリ、モデル、アニメーション、またはフォルダを追加,"탐색기에서 MeshPart, 장신구, 모델, 애니메이션, 폴더를 추가하세요","Dodaj część MeshPart, akcesorium, model, animację lub folder, używając eksploratora","Adicione uma MeshPart, acessório, modelo, animação ou pasta a partir do explorador",,"เพิ่ม MeshPart, ไอเท็มเสริม, โมเดล, ภาพเคลื่อนไหว หรือโฟลเดอร์จากการสำรวจ","Gezgin'den bir MeshPart, aksesuar, animasyon ya da klasör ekle","Thêm Bộ Phận Mesh, Phụ Kiện, Mô Hình, Hiệu Ứng Động hoặc Thư Mục từ Cửa Sổ Khám Phá",从资源管理器中添加一个 Meshpart、配件、模型、动画或文件夹。,从资源管理器中添加一个 Meshpart、配件、模型、动画或文件夹。,從總管新增 MeshPart、飾品、模型、動畫或資料夾
Studio.AvatarToolsShared.PreviewTopBar.SearchBarPlaceholder,,,Search Catalog,Search Catalog,البحث في الكتالوج,Im Katalog suchen,Buscar en Catálogo,Rechercher dans le catalogue,कैटलॉग सर्च करें,Cari di Katalog,Cerca catalogo,カタログをサーチ,카탈로그 검색,Wyszukaj w katalogu,Pesquisar catálogo,,ค้นหาในแค็ตตาล็อก,Katalogda ara,Tìm Trong Mục Lục,搜索目录,搜索目录,搜尋型錄
