Key,Source,en-us
Studio.InternalAvatarTools.Plugin.Name,InternalAvatarTools,InternalAvatarTools
Studio.InternalAvatarTools.Plugin.Toolbar,InternalAvatarTools,InternalAvatarTools
Studio.InternalAvatarTools.Plugin.Export,Export Accessories,Export Accessories
Studio.InternalAvatarTools.Dialog.Cancel,Cancel,Cancel
Studio.InternalAvatarTools.Dialog.Export,Export,Export
Studio.InternalAvatarTools.Plugin.ExportTip,Multi-export the selected Accessories,Multi-export the selected Accessories
Studio.InternalAvatarTools.DialogTitle.ExportNonAccessory,Export selected non accessory?,Export selected non accessory?
