Key,Source,en-us
Studio.InternalAvatarTools.Plugin.Name,InternalAvatarTools,InternalAvatarTools
Studio.InternalAvatarTools.Plugin.Toolbar,InternalAvatarTools,InternalAvatarTools
Studio.InternalAvatarTools.Plugin.Export,Export Accessories,Export Accessories
Studio.InternalAvatarTools.Plugin.ExportTip,Multi-export the selected Accessories,Multi-export the selected Accessories
