Key,Context,Source,en-us
Studio.App.InsertServiceDialog.Done,,Done,Done
Studio.App.InsertServiceDialog.InsertService,,Insert Service,Insert Service
Studio.App.InsertServiceAction.ShowServicesElps,,Show Services...,Show Services...
