Key,Context,Source,en-us
Studio.DownloadPlaceCopy.DownloadingPlaceFile,place file download in progress message,Downloading place file… this may take some time.,Downloading place file… this may take some time.
Studio.DownloadPlaceCopy.PlaceFileDownloaded,message to show after successful place download,Place file saved to: %1,Place file saved to: %1
Studio.DownloadPlaceCopy.PlaceFileDownloaded1,successfully downloaded the place to disk,Place file downloaded to '%1',Place file downloaded to '%1'
Studio.DownloadPlaceCopy.PublishInProgress,"publish is in progress, ask user to retry later","Place publish in progress, please retry downloading the place when publishing is complete.","Place publish in progress, please retry downloading the place when publishing is complete."
Studio.DownloadPlaceCopy.UnableToDownloadFetchContentUrlFailed,Failed to download the place file because unable to fetch content url,Failed to download place file. Couldn't fetch content URL.,Failed to download place file. Couldn't fetch content URL.
Studio.DownloadPlaceCopy.UnableToDownloadFetchPlaceDataFailed,Failed to download the place file because unable to download place content,Failed to download place file. Couldn't fetch place data.,Failed to download place file. Couldn't fetch place data.
Studio.DownloadPlaceCopy.UnableToDownloadSaveFailed,Failed to download the place file because team create save failed,Failed to download place file. Save failed.,Failed to download place file. Save failed.
Studio.DownloadPlaceCopy.UnableToDownloadWriteToFileFailed,Failed to download the place file because unable to write data to disk,Failed to download place file. Couldn't write data to disk.,Failed to download place file. Couldn't write data to disk.
