Key,Context,Source,en-us
Studio.UpdateNotifications.Ribbon.ChannelUpdateAvailable,,Channel Update Available,Channel Update Available
Studio.UpdateNotifications.Ribbon.ChannelUpdateAvailableMessage,,Private channel updates do not occur automatically on startup. Perform update now?,Private channel updates do not occur automatically on startup. Perform update now?
