Key,en-us
Studio.BulkFaceImporter.Plugin.Button,BulkFaceImporter
Studio.BulkFaceImporter.Plugin.Description,Upload multiple face models for testing
Studio.BulkFaceImporter.Plugin.Name,BulkFaceImporter
Studio.BulkFaceImporter.Plugin.Text,Example Text!
Studio.BulkFaceImporter.Plugin.Toolbar,BulkFaceImporter
