Key,en-us
Studio.MeshImporter.Plugin.Browse,Browse...
Studio.MeshImporter.Plugin.Button,Import
Studio.MeshImporter.Plugin.Description,Import an FBX file using the Mesh Importer.
Studio.MeshImporter.Plugin.ImportConfiguration,Settings for the current import
Studio.MeshImporter.Plugin.Name,MeshImporter
Studio.MeshImporter.Plugin.Toolbar,Mesh Importer
