Key,en-us
Studio.ManageCollaborators.Plugin.Button,Toggle
Studio.ManageCollaborators.Plugin.Description,Toggles the Template plugin window.
Studio.ManageCollaborators.Plugin.Name,ManageCollaborators
Studio.ManageCollaborators.Plugin.Toolbar,ManageCollaborators
